"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"Aphis_illinoisensis",1,NA,NA,NA,NA,NA,NA,999
"Aphis_spiraecola",47,220.33301644545,268.672183021647,23.2903182182289,1,-2.07550477083488,0.001,999
"Apolygus_spinolae",5,191.40519216,220.399900351057,57.3989992705623,272,-0.50514309586451,0.272,999
"Arabis_mosaic_virus",47,251.026913760168,268.539309600429,22.6443580009574,202,-0.773366851006359,0.202,999
"Arboridia_adanae",1,NA,NA,NA,NA,NA,NA,999
"Arboridia_kakogawana",1,NA,NA,NA,NA,NA,NA,999
"Argyrotaenia_ljungiana",6,254.723153222222,227.588055975705,54.763652725122,812,0.495494655601558,0.812,999
"Armillaria_luteobubalina",42,299.3735960839,267.278328989948,23.0916116866969,900,1.38991022062102,0.9,999
"Armillaria_mellea",732,357.82315353054,273.813102404329,5.38022401291867,1000,15.6146009765563,1,999
"Artichoke_Italian_latent_virus",13,160.782886035503,251.985826692951,39.9171420384771,1,-2.28480637640679,0.001,999
"Aspergillus_niger",244,268.475975193257,273.311419303602,9.90443825142312,338,-0.488209829532787,0.338,999
"Aspidiotus_destructor",198,259.25355494262,273.269932787861,10.6679102668359,92,-1.31388224072468,0.092,999
"Aspidiotus_ligusticus",4,184.02460825,206.37612684171,62.2239305409843,439,-0.359210972328204,0.439,999
"Aspidiotus_nerii",521,287.692052449439,273.822386781335,7.04934973748764,968,1.96750993844829,0.968,999
"Asterococcus_muratae",17,224.095079086483,258.149580651196,37.4929146393728,93,-0.908291657030869,0.093,999
"Asterolecanium_pustulans",205,230.789828317899,272.748225071121,11.1754278151258,1,-3.75452264086321,0.001,999
"Asymmetrasca_decedens",12,192.827051013889,252.199373044208,43.3066484690005,3,-1.37097476090349,0.003,999
"Autographa_gamma",28,220.341193420958,265.873208655389,28.9714424085166,1,-1.57161713222278,0.001,999
"Bactrocera_tryoni",123,231.04656960568,272.110809227971,13.8171178391215,1,-2.9719830213811,0.001,999
"Botryosphaeria_dothidea",397,293.556625640156,273.808425739223,7.80664910935109,991,2.52966408817804,0.991,999
"Botryosphaeria_sacchari",26,317.12059966418,265.222917339743,29.873010085552,942,1.7372766311734,0.942,999
"Botryosphaeria_stevensii",88,353.98079825749,271.220401942331,16.6537984810512,1000,4.96946065543689,1,999
"Botryotinia_fuckeliana",1219,298.380534327247,274.220320846972,4.15440811235939,1000,5.81556092392505,1,999
"Botryotinia_pseudofuckeliana",1,NA,NA,NA,NA,NA,NA,999
"Botrytis_cinerea",994,300.352064703738,274.063695903489,4.84640696738637,1000,5.4243007195135,1,999
"Botrytis_prunorum",5,155.63580624,218.729356227106,56.6289483119137,14,-1.11415719111689,0.014,999
"Botrytis_pseudocinerea",4,182.141232375113,206.504591482255,60.7603326985413,371,-0.400974748246023,0.371,999
"Brevipalpus_californicus",24,265.682201236111,261.642693850083,29.7390313535585,559,0.135831841259508,0.559,999
"Brevipalpus_chilensis",14,217.568656489796,254.594744625858,39.4780930935962,56,-0.937889478305832,0.056,999
"Brevipalpus_lewisi",9,169.266732493827,245.828325565812,48.7463013262114,1,-1.57061337966203,0.001,999
"Cactodera_milleri",3,1.35710577777778,187.310144273163,67.8378906156759,1,-2.74113827549371,0.001,999
"Cadra_figulilella",2,135.758065,135.64853427036,57.1440566237687,822,0.00191674753441111,0.822,999
"Calepitrimerus_vitis",1,NA,NA,NA,NA,NA,NA,999
"Campylocarpon_fasciculare",1,NA,NA,NA,NA,NA,NA,999
"Carnation_ringspot_virus",12,186.196459972222,249.199134932561,40.732676712726,1,-1.54673544792246,0.001,999
"Ceratitis_capitata",180,235.749834960698,273.266129911761,11.8354538200675,1,-3.16982310280763,0.001,999
"Ceratitis_rosa",102,233.892458324106,271.564220417852,16.0241806004313,1,-2.35093219635402,0.001,999
"Ceresa_alta",12,156.248584694445,251.256596597195,42.5101690143214,1,-2.23494787496005,0.001,999
"Ceroplastes_actiniformis",18,229.636080561747,258.959692618288,36.1416900140584,253,-0.811351435008556,0.253,999
"Ceroplastes_cirripediformis",155,247.170888859728,273.402521283549,12.6762380751713,8,-2.06935466723367,0.008,999
"Ceroplastes_rusci",122,246.427944977099,271.217456594292,14.4101867541149,23,-1.72027691522551,0.023,999
"Ceroplastes_sinensis",5,177.6207072,217.347741528082,56.7416817999767,70,-0.700138470835716,0.07,999
"Cerosterna_scabrator",4,158.887215,206.954558394014,59.6497211584293,27,-0.805826791148742,0.027,999
"Chaetocnema_confinis",42,222.489240851501,268.753367163809,23.2372178770232,1,-1.9909494569078,0.001,999
"Cherry_leaf_roll_virus",34,224.75936100173,266.638886782367,26.8925133453355,3,-1.55729311138935,0.003,999
"Chinavia_sp.",54,236.597955598776,269.217819227247,21.6362852622242,27,-1.50764621713612,0.027,999
"Chlidaspis_asiatica",13,84.7398577041421,254.8971829965,42.4159148103229,1,-4.01163869866472,0.001,999
"Chorizococcus_viticola",1,NA,NA,NA,NA,NA,NA,999
"Chrysomphalus_aonidum",242,288.022090758388,273.213929831758,9.94300860199371,931,1.48930384347252,0.931,999
"Chrysomphalus_dictyospermi",304,280.235357372605,273.298385932291,8.99151803480832,798,0.771501698985598,0.798,999
"Chrysomphalus_pinnulifer",64,280.727111091601,270.785340775588,19.7578846489401,687,0.503179894642524,0.687,999
"Citrus_exocortis_viroid",23,189.175661073749,263.49873395511,32.6611452494131,1,-2.27558073404349,0.001,999
"Cnephasia_longana",3,145.589908444445,184.26521781604,63.8404244359244,96,-0.605812221853462,0.096,999
"Coccus_hesperidum",538,320.053552683753,273.692178879243,6.66835757829082,1000,6.95244267575604,1,999
"Coccus_longulus",186,243.792682049928,272.642245153824,11.319118656444,1,-2.54874641564716,0.001,999
"Coccus_sp.",1,NA,NA,NA,NA,NA,NA,999
"Colaspis_caligula",1,NA,NA,NA,NA,NA,NA,999
"Colletotrichum_acutatum",186,280.45762221383,273.010581906325,11.4601914469941,753,0.649818141516076,0.753,999
"Colletotrichum_capsici",344,233.340464178498,273.533948440092,8.51648046285571,1,-4.71949468291469,0.001,999
"Colletotrichum_nymphaeae",48,240.187165636154,267.548178516143,21.6718188897493,110,-1.26251575925314,0.11,999
"Colomerus_vitis",4,99.518047875,202.849612226723,56.4071607921827,1,-1.83188735083514,0.001,999
"Coniella_diplodiella",11,199.190374578512,248.587915283472,43.6778093714031,6,-1.13095279767628,0.006,999
"Coniella_petrakii",1,NA,NA,NA,NA,NA,NA,999
"Conogethes_punctiferalis",28,263.295033196208,263.0092784021,28.3392238586937,514,0.0100833669804288,0.514,999
"Conotrachelus_nenuphar",20,172.912981345,262.159088747264,34.6400082395261,1,-2.57638816899671,0.001,999
"Cornu_aspersum",58,237.089713856202,269.422458268062,19.6639564433131,27,-1.64426444419097,0.027,999
"Costelytra_zealandica",11,214.94400538843,251.167214873625,46.6998691282001,124,-0.77565976439368,0.124,999
"Cotinis_nitida",4,119.44671025,206.67215948961,62.5651639503401,3,-1.39415361092706,0.003,999
"Crenulaspidiotus_lahillei",5,200.2852528,224.524545993585,62.0485492147093,491,-0.390650442280424,0.491,999
"Criconema_mutabile",55,252.99315491967,269.457389209569,20.7858447298037,210,-0.79208877502547,0.21,999
"Criconema_sp.",1,NA,NA,NA,NA,NA,NA,999
"Criconemella_sp.",3,157.210007111111,185.562980381266,65.5886665873772,197,-0.43228464223134,0.197,999
"Criconemoides_sp.",135,304.253934221982,271.876695344848,13.2636048561608,988,2.44105876405805,0.988,999
"Criconemoides_xenoplax",105,305.504740021769,272.649339712197,14.8842986128449,982,2.20738653289437,0.982,999
"Crocidosema_plebejana",24,150.518186024306,263.666216558092,31.342420135989,1,-3.6100604242703,0.001,999
"Crypticerya_palmeri",4,159.672668,204.633952567682,59.7453952080227,50,-0.752548115400943,0.05,999
"Cryptinglisia_lounsburyi",5,156.39975728,218.781234113883,55.5297322214841,9,-1.12338875658666,0.009,999
"Ctenopseustis_obliquana",10,198.59049286,245.909203435936,45.3495048580944,7,-1.04342287140739,0.007,999
"Cucumber_mosaic_virus",150,233.261329883392,272.355516618108,12.9458122261512,1,-3.01983267266491,0.001,999
"Cylindrocarpon_liriodendri",12,336.692236819444,253.33185323486,44.3493334427365,933,1.8796310364443,0.933,999
"Cylindrocladiella_lageniformis",1,NA,NA,NA,NA,NA,NA,999
"Cylindrocladiella_parva",38,334.667033560388,266.451281094011,24.2788419634729,989,2.80967900235961,0.989,999
"Cylindrocladium_peruvianum",1,NA,NA,NA,NA,NA,NA,999
"Dactylonectria_macrodidyma",6,201.462369444444,230.525283423038,55.3741279259682,300,-0.524846441237848,0.3,999
"Dactylonectria_pauciseptata",5,299.36291488,217.672513818365,54.3936843142046,843,1.50183614314028,0.843,999
"Daktulosphaira_vitifoliae",5,64.7274848,218.217294681772,56.4183251399913,1,-2.72056658011234,0.001,999
"Deilephila_elpenor",22,221.605015429752,261.439717216648,31.5237344188824,16,-1.26364158692556,0.016,999
"Diabrotica_speciosa",31,224.32737728616,264.437522457518,26.0616301859597,5,-1.53904974037144,0.005,999
"Diaporthe_cotoneastri",307,288.846253922346,273.701223501638,8.64081265664601,951,1.75273218185781,0.951,999
"Diaporthe_gulyae",2,123.734237,136.814719382378,60.967194924641,611,-0.214549519598967,0.611,999
"Diaporthe_rudis",92,226.961877019376,271.085694688915,15.1102117720406,1,-2.92013231417337,0.001,999
"Diaspidiotus_osborni",33,183.057053524334,266.589673438139,27.961822062499,1,-2.98738114158285,0.001,999
"Diaspidiotus_perniciosus",169,219.287272561772,272.625640560966,12.6435776359014,1,-4.21861355505421,0.001,999
"Diaspidiotus_uvae",31,225.963458830385,265.821609237624,27.1931090178459,7,-1.46574451568158,0.007,999
"Diaspidiotus_viticola",1,NA,NA,NA,NA,NA,NA,999
"Dikrella_cockerellii",1,NA,NA,NA,NA,NA,NA,999
"Dimargarodes_meridionalis",1,NA,NA,NA,NA,NA,NA,999
"Diplodia_africana",2,325.050028,137.042428171667,57.1003123987836,964.5,3.29258443483293,0.9645,999
"Diplodia_corticola",22,143.666936657025,260.833757541402,32.3814313749933,1,-3.61833359148107,0.001,999
"Diplodia_olivarum",3,157.900312888889,183.052557386651,62.0722565333288,252,-0.405209120829311,0.252,999
"Ditylenchus_dipsaci",446,240.118303604478,273.96098110386,7.28619545782187,1,-4.6447666268754,0.001,999
"Ditylenchus_sp.",61,251.98201842193,269.507317682402,19.7729447851852,195,-0.886327223934966,0.195,999
"Dociostaurus_maroccanus",35,226.202172767347,266.982868785344,26.614404536422,5,-1.53227910705979,0.005,999
"Drepanothrips_reuteri",1,NA,NA,NA,NA,NA,NA,999
"Drosophila_melanogaster",10,197.89021552,245.387365694325,44.6323503962664,12,-1.06418662142198,0.012,999
"Drosophila_simulans",6,178.893135444444,231.779289087955,55.9374621492524,19,-0.945451431142867,0.019,999
"Drosophila_suzukii",61,232.308016166622,270.101907291767,19.8124027446956,1,-1.90758746489059,0.001,999
"Duplaspidiotus_fossor",3,130.977406222222,182.766837302139,62.0027521535247,44,-0.835276326955306,0.044,999
"Duplaspidiotus_tesseratus",22,227.451967073217,261.146377074958,31.5279042415899,66,-1.0687170876805,0.066,999
"Dysmicoccus_brevipes",190,257.862476498148,273.773210537344,11.3580225854062,76,-1.40083662623108,0.076,999
"Dysmicoccus_sp.",6,198.315694388889,231.121173186774,56.4544939884173,218,-0.581095967393067,0.218,999
"Edwardsiana_rosae",5,159.8607664,220.173043731712,58.9704077622168,13,-1.0227549650819,0.013,999
"Elsinoe_ampelina",15,126.836450204444,258.208044678257,38.8885665236354,1,-3.37815471789037,0.001,999
"Empoasca_decipiens",23,213.499086979206,264.123152962248,31.8483332093378,1,-1.58953580554097,0.001,999
"Empoasca_solani",3,115.547826666667,182.232250821039,62.5644078051424,19,-1.0658523990519,0.019,999
"Empoasca_vitis",3,159.915200888889,184.638923240117,64.7259841853528,260,-0.381975224670635,0.26,999
"Endoclita_signifer",15,205.092924995531,256.466784449132,37.256313987491,3,-1.37893027933064,0.003,999
"Eotetranychus_carpini",4,171.009334875,208.394593240964,62.2440239243368,133,-0.600624060093046,0.133,999
"Eotetranychus_pruni",4,118.54758125,209.605684131353,64.1617110835104,1,-1.41919692202154,0.001,999
"Eotetranychus_willamettei",1,NA,NA,NA,NA,NA,NA,999
"Epicoccum_nigrum",241,307.009242964102,273.53109236033,10.148640743716,999,3.29878172350337,0.999,999
"Epiphyas_postvittana",103,213.919640679046,271.660132639177,15.4407411170347,1,-3.7394896736161,0.001,999
"Erasmoneura_variabilis",1,NA,NA,NA,NA,NA,NA,999
"Erysiphe_necator",36,131.211698356309,266.427268630286,25.2242310704067,1,-5.36054280095036,0.001,999
"Erythroneura_comes",2,52.124657,138.890289131136,61.746681913352,16,-1.40518695810882,0.016,999
"Erythroneura_elegantula",3,149.838082666667,184.17289710421,63.8085819733167,123,-0.538090855112585,0.123,999
"Erythroneura_ziczac",1,NA,NA,NA,NA,NA,NA,999
"Eudocima_phalonia",52,252.563686638314,269.75060095931,21.5356806157612,199,-0.798066921015609,0.199,999
"Eulecanium_tiliae",79,200.280040800833,271.212752853774,17.5484680024336,1,-4.04210282305578,0.001,999
"Eupoecilia_ambiguella",4,154.66295275075,202.622455438684,55.7894577062254,30,-0.859651709476685,0.03,999
"Euproctis_chrysorrhoea",43,189.248752707409,268.567175468155,23.8497769701451,1,-3.32575113218187,0.001,999
"Eurhizococcus_brasiliensis",51,223.364897249551,267.98628062798,20.7418812318403,1,-2.15126983322673,0.001,999
"Euseius_scutalis",1,NA,NA,NA,NA,NA,NA,999
"Eutypa_lata",159,228.253984990017,273.162953713728,13.3034887511856,1,-3.37572869520476,0.001,999
"Ferrisia_cristinae",10,233.678061039964,246.255408568104,45.3688484247297,693,-0.277224306211047,0.693,999
"Ferrisia_sp.",20,231.9123603287,261.352806263484,35.3834753364847,232,-0.832039409775775,0.232,999
"Ferrisia_virgata",265,240.123335058865,273.674236821168,9.18662236428096,1,-3.65214770259352,0.001,999
"Fidia_viticida",1,NA,NA,NA,NA,NA,NA,999
"Fomitiporia_mediterranea",13,216.371413585799,253.855752800223,40.6069698849606,69,-0.923101115907362,0.069,999
"Forficula_auricularia",25,218.010155072044,263.060022060503,30.5625041077611,5,-1.47402407962436,0.005,999
"Formicococcus_robustus",23,261.8992788431,262.673807389123,31.460512396839,460,-0.0246190696531997,0.46,999
"Frankliniella_australis",5,155.63580592,219.0611961857,56.7742202642842,5,-1.1171512346705,0.005,999
"Frankliniella_occidentalis",71,232.515085537015,270.144575984709,18.6540280879288,1,-2.0172313599144,0.001,999
"Fusarium_gibbosum",264,268.470937002814,273.414835428242,9.93100053425471,322,-0.497824807115453,0.322,999
"Fusarium_graminearum",177,222.105248133754,272.439086148231,11.4444157994018,1,-4.39811335910295,0.001,999
"Fusarium_oxysporum",743,305.771812914564,273.904556196065,5.5565769010461,1000,5.73505186484502,1,999
"Fusarium_proliferatum",29,308.418947401104,265.552223056606,28.5489242056865,918,1.50151802693706,0.918,999
"Geococcus_coffeae",58,244.216892047685,269.28611103145,20.6127772005678,112,-1.2161980280403,0.112,999
"Globisporangium_irregulare",49,279.460805091212,268.620807988929,22.1723607896645,725,0.488896838957098,0.725,999
"Glyptoscelis_squamulata",1,NA,NA,NA,NA,NA,NA,999
"Gonocephalum_simplex",4,176.629393375,207.06893871133,61.765665061316,230,-0.492823080689124,0.23,999
"Gracilacus_sp.",4,334.075799,207.72959471814,63.247088106589,893,1.99766041511558,0.893,999
"Grapevine_Bulgarian_latent_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_chrome_mosaic_virus",2,123.734237,137.79786113547,59.6331778327162,586,-0.235835564137154,0.586,999
"Grapevine_deformation_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_fanleaf_virus",4,176.832423,205.213892599768,61.2564524158597,249,-0.463322123310231,0.249,999
"Grapevine_fleck_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_Pinot_gris_virus",2,123.734237,137.079825026019,59.5811628190369,565.5,-0.223990056497432,0.5655,999
"Grapevine_Roditis_leaf_discoloration-associated_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_rupestris_stem_pitting-associated_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_virus_A",2,34.935822,136.742946075066,57.5318000532595,12,-1.76958002323617,0.012,999
"Grapevine_virus_D",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_yellow_speckle_viroid 1",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_yellow_speckle_viroid 2",1,NA,NA,NA,NA,NA,NA,999
"Graphocephala_atropunctata",1,NA,NA,NA,NA,NA,NA,999
"Grovesinia_pyramidalis",135,237.862458014812,272.56773149009,13.2350102897989,1,-2.62223245130587,0.001,999
"Gryllotalpa_gryllotalpa",46,231.577889996236,268.221179613208,22.3723631284136,9,-1.63788194419365,0.009,999
"Gueriniella_serratulae",38,282.694540722992,267.56178759372,25.2563422568628,744,0.599166457888789,0.744,999
"Halyomorpha_halys",141,251.215484402443,273.453647412279,14.1277976083095,46,-1.57407146013729,0.046,999
"Harmonia_axyridis",6,119.407189777778,231.658837584733,56.7879413341388,1,-1.97668105534006,0.001,999
"Harrisina_americana",1,NA,NA,NA,NA,NA,NA,999
"Harrisina_metallica",1,NA,NA,NA,NA,NA,NA,999
"Helicotylenchus_abunaamai",8,206.0535400625,242.39791601396,49.4346976603456,136,-0.735199721482554,0.136,999
"Helicotylenchus_digonicus",71,286.08331059631,271.008841337955,18.5374154474209,788,0.813191531533171,0.788,999
"Helicotylenchus_dihystera",350,286.57305001474,273.627068997018,8.09997128240916,940,1.59827492794169,0.94,999
"Helicotylenchus_erythrinae",78,274.02415017846,270.605852363479,17.0819900443817,614,0.200111216907393,0.614,999
"Helicotylenchus_multicinctus",36,300.822270108136,266.932684208044,25.6562261947163,897,1.32091078566618,0.897,999
"Helicotylenchus_pseudorobustus",132,252.123278371607,272.778963378562,13.6910196879696,48,-1.50870318484056,0.048,999
"Helicotylenchus_sp.",159,260.539446794192,272.790053467578,12.7148822803135,170,-0.963485654314987,0.17,999
"Heliococcus_bohemicus",36,287.22381808179,267.109140399771,25.7260856132846,798,0.781878673047434,0.798,999
"Heliothis_virescens",33,212.936685259871,266.320257043966,26.889369519213,1,-1.98530395983999,0.001,999
"Helopeltis_antonii",10,219.54023516,245.330777027726,43.637278106177,333,-0.591020865347574,0.333,999
"Hemiberlesia_lataniae",472,271.751178620525,273.860954451012,7.04915223882129,382,-0.299294973212128,0.382,999
"Hemiberlesia_rapax",249,246.364016837151,273.4948849787,9.90467106057428,1,-2.73919931067111,0.001,999
"Hemicriconemoides_chitwoodi",8,187.762748625,240.887008571512,49.8614267385442,6,-1.06543802336578,0.006,999
"Hemicriconemoides_mangiferae",40,236.446710475446,266.88435427406,23.9429860605819,80,-1.27125512756009,0.08,999
"Hemicriconemoides_ortonwilliamsi",1,NA,NA,NA,NA,NA,NA,999
"Hemicriconemoides_sp.",34,240.622965230104,266.832920421887,26.4077327886373,237,-0.992510618066398,0.237,999
"Hemicriconemoides_wessoni",6,149.607693222222,228.525203595826,53.565480910728,2,-1.47329042943025,0.002,999
"Hemicycliophora_arenaria",13,257.492873159763,252.580313685163,40.0660800495082,624,0.122611432626559,0.624,999
"Hemicycliophora_sp.",77,347.955152619331,270.136485975453,16.7765793655504,1000,4.63852999757947,1,999
"Hemicycliophora_thornei",1,NA,NA,NA,NA,NA,NA,999
"Heterodera_sp.",107,277.4485352639,272.694101560697,15.2812708168523,638,0.311128162060984,0.638,999
"Heterodera_zeae",43,59.5840326792861,267.041058461955,23.0675080554813,1,-8.99347364629501,0.001,999
"Heteronychus_arator",9,179.349527407407,244.368395909766,47.8745506704381,1,-1.35810921652172,0.001,999
"Hippotion_celerio",20,234.16250611,260.974124691529,33.5066532645627,322,-0.800187902081087,0.322,999
"Holocacista_capensis",2,52.1246565,135.941034148646,56.4291081870284,14,-1.48533939914211,0.014,999
"Holocacista_rivillei",1,NA,NA,NA,NA,NA,NA,999
"Homalodisca_vitripennis",14,185.649152020408,252.950930593026,38.153469601649,1,-1.76397531535923,0.001,999
"Hoplolaimus_pararobustus",22,228.519273334711,260.078586558933,30.8411041855825,90,-1.02328739705032,0.09,999
"Hoplolaimus_sp.",27,229.313693465042,264.84574347894,29.0308178905028,42,-1.22394243758189,0.042,999
"Hop_stunt_viroid",26,191.0701045,264.58751579668,30.7851281548888,1,-2.38808202865985,0.001,999
"Hyalesthes_obsoletus",9,188.088909580306,244.422593747605,47.1373565542419,7,-1.19509637971476,0.007,999
"Hyles_livornica",19,227.338131789474,259.855313046056,34.1546622099533,118,-0.952056883382281,0.118,999
"Hyphantria_cunea",31,268.839493985432,265.947730990603,27.40236298767,627,0.105529694505908,0.627,999
"Hypothenemus_eruditus",7,380.563868163265,231.983096142531,49.7589145746251,985,2.98601312530446,0.985,999
"Hypurus_bertrandi",4,166.127621375,206.427560747647,61.9943807343228,88,-0.650057939046971,0.088,999
"Icerya_aegyptiaca",147,254.56294556446,272.913531418606,12.9377285711312,68,-1.41837771238245,0.068,999
"Icerya_purchasi",260,238.398536033952,273.46184765623,9.72701079123375,1,-3.60473658093181,0.001,999
"Icerya_schrottkyi",2,121.2872535,134.024387127118,56.0614306182098,321,-0.227199582434149,0.321,999
"Icerya_seychellarum",189,260.943067792969,273.550325860212,11.0391744281309,125,-1.14204718381077,0.125,999
"Ilyonectria_radicicola",138,349.927031460513,272.269554574593,13.8908134005467,1000,5.59056368022798,1,999
"Inglisia_vitrea",16,212.985851757812,256.282868742931,37.3556886170478,5,-1.15904748615339,0.005,999
"Jacobiasca_lybica",6,168.033739,226.662113241111,51.7042866066326,5,-1.13391709061102,0.005,999
"Kalotermes_flavicollis",5,144.2653112,220.143499677744,57.1451269155621,3,-1.32781555616916,0.003,999
"Kerria_lacca",62,209.162774370343,269.786516720245,20.0605686005737,1,-3.02203509566367,0.001,999
"Lasiodiplodia_crassispora",2,121.287254,137.561934020014,58.8953499173419,289.5,-0.276332172961952,0.2895,999
"Lasiodiplodia_theobromae",801,283.274421117711,274.171890182282,5.16512460730481,963,1.76230616441575,0.963,999
"Lecanium_corni",201,241.487097918604,273.089246502133,11.5256074651281,2,-2.74190741608587,0.002,999
"Lecanodiaspis_rugosa",9,187.665168296415,241.443838460442,44.4336794808854,5,-1.21031323069165,0.005,999
"Lepadoretus_sinicus",42,236.584069757395,268.113807617168,24.4603502390203,72,-1.28901416176273,0.072,999
"Lepidosaphes_buzenensis",4,97.835726,204.978324707178,59.0514728190925,1,-1.81439333503866,0.001,999
"Lepidosaphes_gloverii",54,259.656974512918,268.825804369851,21.4346606780672,403,-0.427757173049884,0.403,999
"Lepidosaphes_laterochitinosa",45,277.857930610624,268.190415731965,22.2025338211905,702,0.435423945596344,0.702,999
"Lepidosaphes_malicola",43,260.902278487831,268.067808956162,23.8769855361036,458,-0.300101972985488,0.458,999
"Lepidosaphes_ulmi",300,263.355144939012,273.19283514312,8.83664264162206,133,-1.11328369869466,0.133,999
"Lepidosaphes_ussuriensis",17,201.41469883737,259.58000347029,38.1344516293647,1,-1.5252692027209,0.001,999
"Leucaspis_vitis",2,52.124657,136.373596712709,58.4352575370495,23,-1.44174841121035,0.023,999
"Limothrips_cerealium",15,255.428963608985,255.472605322297,37.2320850448187,576,-0.00117215335267013,0.576,999
"Lobesia_botrana",35,229.882025518622,266.051072219307,26.4117935336231,12,-1.36942789040966,0.012,999
"Lobesia_sp.",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_africanus",37,233.320006875106,267.143216350084,26.3957667273394,31,-1.2813876491773,0.031,999
"Longidorus_carniolensis",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_crataegi",2,121.287254,134.875537002496,53.3325872416307,318,-0.254783870524274,0.318,999
"Longidorus_elongatus",59,235.905271739445,269.489680721315,19.7947906675131,12,-1.69662865073831,0.012,999
"Longidorus_euonymus",3,159.271143555556,181.348482586585,61.2596290266198,275,-0.360389695168348,0.275,999
"Longidorus_goodeyi",2,121.287254,135.68900702334,56.6447257442728,290,-0.254247025369278,0.29,999
"Longidorus_magnus",10,201.11503456,247.938091162484,45.211805891852,21,-1.03563783128872,0.021,999
"Longidorus_orientalis",2,135.758065,136.115135475978,57.4210613803593,835,-0.00621845830421949,0.835,999
"Longidorus_sp.",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_vineacola",3,174.579281333333,183.30089734772,63.300058872876,671,-0.137782115367413,0.671,999
"Lopholeucaspis_japonica",105,229.468615828569,272.743114682241,15.6031485646853,1,-2.77344656908641,0.001,999
"Lycorma_delicatula",11,171.170757884298,251.611756415495,45.8967925528745,1,-1.75264967456117,0.001,999
"Maconellicoccus_hirsutus",334,243.412516259124,274.034710683509,8.32005528342292,1,-3.68052775867938,0.001,999
