"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"Murgantia_histrionica",8,190.651130875047,241.934443805309,49.7818554771265,16,-1.0301607370546,0.016,999
"Mycosphaerella_angulata",4,128.334736999925,208.424844805819,63.2875626304503,3,-1.26549521702324,0.003,999
"Naupactus_xanthographus",2,118.5786035,134.429525886889,53.7349318421053,230.5,-0.294983576669747,0.2305,999
"Neocosmospora_solani",124,302.556969751903,273.047926445707,14.3100387743287,962,2.06212182731006,0.962,999
"Neofusicoccum_australe",7,162.627868244898,235.145895608545,52.4423235143393,1,-1.38281491940032,0.001,999
"Neofusicoccum_mediterraneum",2,118.578604,137.531348213708,58.7999445506148,233.5,-0.322325885824492,0.2335,999
"Neofusicoccum_parvum",18,359.586952993806,261.227181228115,35.5909054468554,987,2.76362094559697,0.987,999
"Neopulvinaria_innumerabilis",58,227.507966180737,269.738872662955,20.4066218149655,1,-2.06947072696016,0.001,999
"Neoselenaspidus_silvaticus",19,233.013322448521,260.758786734357,36.3423570417321,356,-0.763447022821778,0.356,999
"Nipaecoccus_viridis",116,224.170070851624,273.203123602893,14.8604766981233,1,-3.29956122857497,0.001,999
"Noctua_pronuba",14,225.918962744938,254.562835663481,38.771472749514,283,-0.738787332211996,0.283,999
"Nysius_niger",2,135.75806450015,137.61466924885,63.0356682620937,771,-0.0294532413137976,0.771,999
"Oceanaspidiotus_spinosus",45,297.062686412523,269.599827644332,23.3322778422602,876,1.17703290496783,0.876,999
"Oligonychus_coffeae",10,213.095448698976,248.424718420172,47.4043017650692,154,-0.745275605920421,0.154,999
"Orgyia_postica",10,213.014913558976,247.599111175721,44.7294601496249,142,-0.773186117182223,0.142,999
"Otiorhynchus_ligustici",1,NA,NA,NA,NA,NA,NA,999
"Otiorhynchus_rugosostriatus",9,344.361929876543,244.565363546764,48.3680026439283,957,2.0632765645597,0.957,999
"Otiorhynchus_sulcatus",49,337.771162451407,270.680108293077,22.600954095614,998,2.96850539470588,0.998,999
"Panonychus_citri",5,182.90520448,219.365497757527,59.0132597713248,141,-0.617832219721633,0.141,999
"Panonychus_ulmi",5,322.05089408,219.098676124022,57.2541570804397,862,1.7981614472349,0.862,999
"Pantoea_agglomerans",8,192.227985125,242.006970354242,50.2945432889784,17,-0.989749224746428,0.017,999
"Paracoccus_marginatus",128,224.705629234945,273.293989061143,14.0488812946578,1,-3.45852162938229,0.001,999
"Paradiaspis_lizeriana",3,175.803826666667,184.827325477259,64.4892122252859,824.5,-0.139922608746867,0.8245,999
"Paralongidorus_maximus",49,359.479210882136,271.247178583195,23.3234239824725,1000,3.78297939295907,1,999
"Paraputo_leveri",3,161.446239555556,183.9915020892,66.1124461739755,366,-0.341013891307487,0.366,999
"Parasaissetia_nigra",286,248.372399481624,275.399908489299,9.32193673119906,4,-2.89934482361568,0.004,999
"Paratrichodorus_divergens",4,344.36624325,205.286072565831,61.4245934129608,962.5,2.26424243053797,0.9625,999
"Paratrichodorus_hispanus",3,159.385102666667,180.045489816474,59.0275123225897,265,-0.350012838706414,0.265,999
"Paratrichodorus_minor",82,314.416313931535,271.765248656324,17.8716294756324,985,2.3865235866357,0.985,999
"Paratrichodorus_pachydermus",2,325.050028,142.960955444438,67.4814293459306,948,2.69835826419914,0.948,999
"Paratrichodorus_porosus",57,316.291121926848,270.30785128711,20.8246509556521,971,2.2081172326808,0.971,999
"Paratylenchus_hamatus",41,275.900879124369,268.956316648432,23.770303966324,621,0.292152867955573,0.621,999
"Paratylenchus_sp.",121,335.590511361348,273.172186887097,14.2031331927645,1000,4.39468697695866,1,999
"Parlatoria_cinerea",11,192.73622753719,249.694269121024,43.7962247222116,2,-1.30052400509643,0.002,999
"Parlatoria_oleae",146,253.954984905709,274.0577520496,12.6145919579587,48,-1.59361216049543,0.048,999
"Parlatoria_proteus",131,283.49792361663,273.440285657113,13.9270931365784,763,0.722163473804973,0.763,999
"Parlatoria_theae",70,254.668416316731,270.87824511643,18.7235023490563,213,-0.865747684247527,0.213,999
"Parthenolecanium_persicae",56,229.42246634491,269.621431377676,20.7828249256672,1,-1.93423969920081,0.001,999
"Peach_rosette_mosaic_virus",4,164.850583125,208.143718217231,62.413458691441,75,-0.693650632410284,0.075,999
