"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"Aspergillus_niger",132,64.63512325,63.385099762467,5.42898602277073,587,0.230249899758448,0.587,999
"Aspidiotus_destructor",74,76.0870673513513,82.5919608892,9.12018777475421,238,-0.713241185214959,0.238,999
"Aspidiotus_ligusticus",2,238.331011,277.920305437437,83.067487004288,346.5,-0.476591935848424,0.3465,999
"Aspidiotus_nerii",69,93.585455115942,85.460021675342,9.53783949156378,807,0.851915514806782,0.807,999
"Asterococcus_muratae",7,75.837922,197.543101367367,39.4026978621198,3,-3.08875244515605,0.003,999
"Asterolecanium_pustulans",62,85.103069483871,89.9535368577771,10.0846642553338,308,-0.480974601741527,0.308,999
"Asymmetrasca_decedens",12,61.7728234166667,167.078850471138,30.4811892986428,1,-3.45478734516307,0.001,999
"Autographa_gamma",22,77.6542898181818,135.124370709846,21.3362399771883,4,-2.69354304943648,0.004,999
"Bactrocera_tryoni",80,58.32067415,80.3648876067943,8.64840459622933,2,-2.54893410819442,0.002,999
"Botryosphaeria_dothidea",66,71.4758494242424,87.1674155886341,9.58351855964969,47,-1.637349170529,0.047,999
"Botryosphaeria_sacchari",16,115.673831375,151.985033771647,27.169829580075,102,-1.33645307894296,0.102,999
"Botryosphaeria_stevensii",28,101.701081928571,124.155432239168,18.3037165875947,103,-1.22676453184457,0.103,999
"Botryotinia_fuckeliana",210,42.0804496095238,50.7320079493732,3.67763991756493,13,-2.35247564573364,0.013,999
"Botryotinia_pseudofuckeliana",1,NA,NA,NA,NA,NA,NA,999
"Botrytis_cinerea",182,36.8368146373626,54.4061290596806,4.13901217067689,1,-4.24480859147719,0.001,999
"Botrytis_prunorum",5,110.4530212,214.063933931331,45.2421371904432,20,-2.29014187139722,0.02,999
"Botrytis_pseudocinerea",4,224.4869285,224.360615433433,51.0536252017428,417,0.00247412531563461,0.417,999
"Brevipalpus_californicus",12,161.5412405,167.693617267434,32.6237776242621,418,-0.188585664060517,0.418,999
"Brevipalpus_chilensis",7,133.574951714286,196.890284001716,39.8484332669876,72,-1.58890393163547,0.072,999
"Brevipalpus_lewisi",9,115.789766333333,183.438934877878,36.5364599542447,45,-1.85155235699525,0.045,999
"Cactodera_milleri",2,238.331012,272.982859635636,85.6543197980763,386,-0.404554583088452,0.386,999
"Cadra_figulilella",2,376.566485,275.371017517517,82.2357384806199,812,1.2305533987067,0.812,999
"Calepitrimerus_vitis",1,NA,NA,NA,NA,NA,NA,999
"Campylocarpon_fasciculare",1,NA,NA,NA,NA,NA,NA,999
"Carnation_ringspot_virus",5,66.512659,215.170317144945,45.5148449002065,1,-3.26613566344967,0.001,999
"Ceratitis_capitata",89,60.081924505618,76.4893311828795,7.55017321320117,14,-2.17311659136162,0.014,999
"Ceratitis_rosa",49,64.4993782040816,99.3423614015853,12.4358293336246,4,-2.80182223981584,0.004,999
"Ceresa_alta",10,13.8096768,176.667071004404,35.1476445411032,1,-4.63352228380346,0.001,999
"Ceroplastes_actiniformis",9,222.087656,182.474798814815,36.8626687403374,850,1.07460633043745,0.85,999
"Ceroplastes_cirripediformis",44,81.8975292954545,104.294440315611,13.8184717965678,50,-1.62079507414991,0.05,999
"Ceroplastes_rusci",41,69.2288762926829,106.827182908323,14.2498919356728,6,-2.63849766618351,0.006,999
"Ceroplastes_sinensis",4,118.752958,224.871240544795,51.5295977522014,42,-2.05936563012005,0.042,999
"Cerosterna_scabrator",1,NA,NA,NA,NA,NA,NA,999
"Chaetocnema_confinis",26,48.0876076538462,127.693958340302,19.5715589231725,1,-4.067450681826,0.001,999
"Cherry_leaf_roll_virus",12,85.2634555833333,166.435534410744,30.8349669320289,2,-2.632468489632,0.002,999
"Chinavia_sp.",28,86.9723829285714,124.451462534928,18.9784712059576,24,-1.97482079560714,0.024,999
"Chlidaspis_asiatica",9,35.0191764444444,182.828776724836,36.7146559717007,1,-4.02590181954372,0.001,999
"Chorizococcus_viticola",1,NA,NA,NA,NA,NA,NA,999
"Chrysomphalus_aonidum",57,94.8298011403509,92.7786711832007,11.1404722032335,562,0.184115172115847,0.562,999
"Chrysomphalus_dictyospermi",67,87.2504832985075,86.5113387477029,9.73500650652139,535,0.0759264567835053,0.535,999
"Chrysomphalus_pinnulifer",19,130.723726894737,142.178511578842,24.3473201442952,317,-0.470474147307302,0.317,999
"Citrus_exocortis_viroid",11,81.7424502727273,172.629579391846,31.5238227855224,2,-2.88312523952075,0.002,999
"Cnephasia_longana",3,158.602033,242.839349788455,56.6657096948752,109,-1.48656598923835,0.109,999
"Coccus_hesperidum",98,76.9879133061225,72.6717919814508,7.03297897086716,724,0.613697459149297,0.724,999
"Coccus_longulus",56,77.5315544464286,93.9900916359395,11.4292164299701,76,-1.44004073160717,0.076,999
"Coccus_sp.",1,NA,NA,NA,NA,NA,NA,999
"Colaspis_caligula",1,NA,NA,NA,NA,NA,NA,999
"Colletotrichum_acutatum",70,62.7377264571428,85.4373538744888,9.57400890702449,8,-2.37096368279866,0.008,999
"Colletotrichum_capsici",113,49.617045079646,68.4970407431591,6.38062397572882,3,-2.95895757771191,0.003,999
"Colletotrichum_nymphaeae",23,102.669058565217,133.140836566784,21.0133758202374,72,-1.45011340691962,0.072,999
"Colomerus_vitis",4,80.14977075,225.738826303554,50.547188010025,7,-2.88026023375779,0.007,999
"Coniella_diplodiella",6,106.948171666667,203.785557978145,43.7231665536254,27,-2.21478437964253,0.027,999
"Coniella_petrakii",1,NA,NA,NA,NA,NA,NA,999
"Conogethes_punctiferalis",22,128.022102318182,135.599991782328,22.0914926862419,351,-0.343022971411311,0.351,999
"Conotrachelus_nenuphar",14,47.3353627142857,157.933439795939,29.0577190456966,1,-3.80615136748087,0.001,999
"Cornu_aspersum",32,96.25372390625,117.502020369401,16.1806146304861,101,-1.31319464361487,0.101,999
"Costelytra_zealandica",8,186.46426875,188.314651931431,37.9274796401565,455,-0.0487874016145353,0.455,999
"Cotinis_nitida",4,78.48352275,226.940102705205,50.4652020199451,10,-2.94176133281962,0.01,999
"Crenulaspidiotus_lahillei",2,235.069479,275.11557285986,85.1668901608295,287.5,-0.470207304555052,0.2875,999
"Criconema_mutabile",36,113.029458333333,112.678820889306,15.6769199667929,509,0.0223664753516696,0.509,999
"Criconema_sp.",1,NA,NA,NA,NA,NA,NA,999
"Criconemella_sp.",3,219.604470333333,244.162626342342,53.4818180191123,224,-0.459187008194691,0.224,999
"Criconemoides_sp.",62,79.3269472741935,89.855090461962,10.1636370719225,149,-1.03586374771811,0.149,999
"Criconemoides_xenoplax",35,62.0000548857143,113.752624569798,15.9964144474575,1,-3.23526061756357,0.001,999
"Crocidosema_plebejana",7,181.063110285714,197.30122026026,40.2296488197017,322,-0.403635389593401,0.322,999
"Crypticerya_palmeri",2,235.069477,276.034631577578,85.7315357372358,242,-0.47783063986086,0.242,999
"Cryptinglisia_lounsburyi",1,NA,NA,NA,NA,NA,NA,999
"Ctenopseustis_obliquana",9,107.459792444444,184.147040609276,34.47817987954,19,-2.22422553721692,0.019,999
"Cucumber_mosaic_virus",67,68.372819,87.0854748719914,9.77896252525146,27,-1.91356248923862,0.027,999
"Cylindrocarpon_liriodendri",7,131.079172571429,194.548632054483,40.2816642471606,67,-1.57564144057252,0.067,999
"Cylindrocladiella_lageniformis",1,NA,NA,NA,NA,NA,NA,999
"Cylindrocladiella_parva",18,158.926306055556,145.108280496496,24.2887308098595,702,0.568906859202784,0.702,999
"Cylindrocladium_peruvianum",1,NA,NA,NA,NA,NA,NA,999
"Dactylonectria_macrodidyma",4,267.43163375,227.407222545796,50.2788117251329,799,0.796049266697312,0.799,999
"Dactylonectria_pauciseptata",3,113.324757,242.135606429763,57.6920532943687,35,-2.23273123548779,0.035,999
"Daktulosphaira_vitifoliae",2,0.594936,276.661153663664,84.17998738936,1,-3.27947563577988,0.001,999
"Deilephila_elpenor",4,270.42165325,222.976036861111,50.7415870292258,851,0.935043997767778,0.851,999
"Diabrotica_speciosa",25,77.009482,129.385352501181,20.2485737676802,8,-2.58664492137125,0.008,999
"Diaporthe_cotoneastri",62,78.2095782580645,89.6684304190158,10.7774777555072,153,-1.06322206557985,0.153,999
"Diaporthe_gulyae",2,238.331017,278.230826642643,87.3013770712288,570,-0.457035283762919,0.57,999
"Diaporthe_rudis",27,83.8036312962963,125.183917348274,19.25962316342,17,-2.14855117885026,0.017,999
"Diaspidiotus_osborni",10,63.8634425,177.724460723423,32.5366750860959,1,-3.49946692223878,0.001,999
"Diaspidiotus_perniciosus",45,65.9719697555555,103.128257183027,13.5421314068059,1,-2.7437547540558,0.001,999
"Diaspidiotus_uvae",12,91.3904143333333,166.223592052636,30.4775681156788,6,-2.45535265265491,0.006,999
"Diaspidiotus_viticola",1,NA,NA,NA,NA,NA,NA,999
"Dikrella_cockerellii",1,NA,NA,NA,NA,NA,NA,999
"Dimargarodes_meridionalis",1,NA,NA,NA,NA,NA,NA,999
"Diplodia_africana",1,NA,NA,NA,NA,NA,NA,999
"Diplodia_corticola",2,0.594936,280.099138890891,80.3705918961567,1,-3.47769247801517,0.001,999
"Diplodia_olivarum",3,221.017017,245.857468626627,53.6442120774542,217.5,-0.463059306207364,0.2175,999
"Ditylenchus_dipsaci",88,36.4810954659091,76.6325454887842,7.78584078786367,1,-5.15698318484267,0.001,999
"Ditylenchus_sp.",21,107.547705809524,137.476400126555,21.6313604921119,86,-1.38357891672811,0.086,999
"Dociostaurus_maroccanus",30,48.0873583333333,121.204529813146,17.7610529388103,1,-4.11671378559106,0.001,999
"Drepanothrips_reuteri",1,NA,NA,NA,NA,NA,NA,999
"Drosophila_melanogaster",8,124.912700625,186.859914021396,37.5987452339823,64,-1.6475872535344,0.064,999
"Drosophila_simulans",5,142.600459,214.869895915115,45.7910470476938,75,-1.57824381783283,0.075,999
"Drosophila_suzukii",22,77.2842333181818,134.77177945086,21.0954433139767,6,-2.72511675991137,0.006,999
"Duplaspidiotus_fossor",2,0.594936,271.441993427427,82.3201763061181,1,-3.29016614857879,0.001,999
"Duplaspidiotus_tesseratus",9,126.857255555556,183.217531961072,35.741426231377,82,-1.57688940672542,0.082,999
"Dysmicoccus_brevipes",74,91.6060866081081,83.4768616794227,8.87911218022636,835,0.91554479363253,0.835,999
"Dysmicoccus_sp.",2,235.06948,274.16585328028,86.2148942737572,329,-0.453475859474326,0.329,999
"Edwardsiana_rosae",4,126.14059225,225.766429794044,48.9860328679743,46,-2.03376006815152,0.046,999
"Elsinoe_ampelina",6,66.9702626666667,207.575576412246,42.0766510157135,1,-3.34164697882134,0.001,999
"Empoasca_decipiens",21,67.1993671904762,138.174521254397,21.8176108657257,1,-3.25311302418631,0.001,999
"Empoasca_solani",3,80.9533923333333,244.170397552553,54.9818805634629,13,-2.9685598882131,0.013,999
"Empoasca_vitis",3,222.922962333333,241.832107007007,53.9388374175204,345.5,-0.350566411495024,0.3455,999
"Endoclita_signifer",2,235.069482,272.22095942042,85.0441889399244,343,-0.436849100256155,0.343,999
"Eotetranychus_carpini",4,174.04075375,225.790599490991,50.3706814556946,178,-1.02738029832909,0.178,999
"Eotetranychus_pruni",4,75.22363525,222.149644785786,50.1227987400285,5,-2.93132094035382,0.005,999
"Eotetranychus_willamettei",1,NA,NA,NA,NA,NA,NA,999
"Epicoccum_nigrum",77,75.4555767142857,81.3368056870507,8.52061690601395,239,-0.69023511297802,0.239,999
"Epiphyas_postvittana",46,58.5242286739131,102.151709150694,12.743157671917,1,-3.42360046073401,0.001,999
"Erasmoneura_variabilis",1,NA,NA,NA,NA,NA,NA,999
"Erysiphe_necator",6,108.097556166667,204.575099606607,42.8327191274357,23,-2.2524263087968,0.023,999
"Erythroneura_comes",2,0.594936,274.343653665666,85.3754166090186,1,-3.20641150038908,0.001,999
"Erythroneura_elegantula",3,188.081893333333,241.95592122656,57.0237852096553,138,-0.944764148769708,0.138,999
"Erythroneura_ziczac",1,NA,NA,NA,NA,NA,NA,999
"Eudocima_phalonia",39,81.5120842051282,108.660646359026,14.4184949150795,25,-1.88289847961206,0.025,999
"Eulecanium_tiliae",20,71.26960065,140.4907889995,23.2142050242448,2,-2.98184617036014,0.002,999
"Eupoecilia_ambiguella",4,120.9473615,225.335476352352,51.3316144370731,46,-2.03360280008962,0.046,999
"Euproctis_chrysorrhoea",15,66.225745,154.75110131011,27.2842615011522,2,-3.24455753755225,0.002,999
"Eurhizococcus_brasiliensis",33,67.8257072424242,117.06980306185,16.9351164145288,1,-2.90780970228103,0.001,999
"Euseius_scutalis",1,NA,NA,NA,NA,NA,NA,999
"Eutypa_lata",31,58.1274855806452,120.310062047983,17.8851409645989,3,-3.47677307047342,0.003,999
"Ferrisia_cristinae",6,238.966348666667,204.858438946446,42.262866283111,743,0.807042037606671,0.743,999
"Ferrisia_sp.",10,161.7259617,179.299026571471,32.2810449884809,295,-0.544377199614888,0.295,999
"Ferrisia_virgata",82,79.6227381707317,79.5456110492077,8.29798951039679,515,0.00929467570757026,0.515,999
"Fidia_viticida",1,NA,NA,NA,NA,NA,NA,999
"Fomitiporia_mediterranea",5,252.3666774,214.827221375375,45.871390637255,767,0.818363156274939,0.767,999
"Forficula_auricularia",20,96.51534335,140.121484356006,23.295890600218,31,-1.87183833210472,0.031,999
"Formicococcus_robustus",12,163.541060416667,167.799478364781,31.4442760764934,433,-0.135427444338532,0.433,999
"Frankliniella_australis",5,110.4530212,210.802738361562,47.0197928195833,28,-2.13420160200635,0.028,999
"Frankliniella_occidentalis",39,55.3326075384615,109.125525139601,15.8051249279399,1,-3.4035110665937,0.001,999
"Fusarium_gibbosum",108,49.484513537037,70.0215193089386,6.89866750152588,1,-2.97695254443834,0.001,999
"Fusarium_graminearum",75,56.9925229333333,82.4715613027561,8.96144681940705,1,-2.84318357101054,0.001,999
"Fusarium_oxysporum",200,44.996364765,52.14113740004,3.70271496961956,27,-1.92960373500587,0.027,999
"Fusarium_proliferatum",19,89.2303368947368,143.242667363205,23.993384383197,13,-2.25113429626436,0.013,999
"Geococcus_coffeae",23,142.011626,133.832764045828,21.757630441597,644,0.375907752276871,0.644,999
"Globisporangium_irregulare",35,59.8914454571429,114.053298216016,15.8320963169512,1,-3.42101587020305,0.001,999
"Glyptoscelis_squamulata",1,NA,NA,NA,NA,NA,NA,999
"Gonocephalum_simplex",4,137.135764,227.283030515265,50.1942671893697,72,-1.7959673796046,0.072,999
"Gracilacus_sp.",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_Bulgarian_latent_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_chrome_mosaic_virus",2,238.331015,272.227999566567,86.3171918043236,537.5,-0.3927025874916,0.5375,999
"Grapevine_deformation_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_fanleaf_virus",2,0.594936,274.496238640641,82.076988385142,1,-3.33712661769914,0.001,999
"Grapevine_fleck_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_Pinot_gris_virus",2,238.331012,272.093339003003,84.0719566953969,419,-0.401588452679032,0.419,999
"Grapevine_Roditis_leaf_discoloration-associated_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_rupestris_stem_pitting-associated_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_virus_A",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_virus_D",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_yellow_speckle_viroid 1",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_yellow_speckle_viroid 2",1,NA,NA,NA,NA,NA,NA,999
"Graphocephala_atropunctata",1,NA,NA,NA,NA,NA,NA,999
"Grovesinia_pyramidalis",32,68.31539740625,117.033266867711,16.3625840915479,2,-2.9773945966534,0.002,999
"Gryllotalpa_gryllotalpa",28,78.9772535357143,123.848021306235,17.9823024461889,8,-2.49527377847158,0.008,999
"Gueriniella_serratulae",7,181.382898714286,198.806591546976,40.2172616325645,329,-0.433239164612382,0.329,999
"Halyomorpha_halys",45,79.6888880222222,103.048375144389,13.3443914924494,45,-1.75050972802949,0.045,999
"Harmonia_axyridis",4,4.0028245,225.970747673423,47.8687195789709,1,-4.63701400676144,0.001,999
"Harrisina_americana",1,NA,NA,NA,NA,NA,NA,999
"Harrisina_metallica",1,NA,NA,NA,NA,NA,NA,999
"Helicotylenchus_abunaamai",8,108.47910475,191.377618272147,37.4450300205495,16,-2.21387226760542,0.016,999
"Helicotylenchus_digonicus",41,83.5573054146341,107.341254048976,13.9693125896826,43,-1.70258546951752,0.043,999
"Helicotylenchus_dihystera",138,57.0144864927536,62.2097180962049,5.39049622172774,177,-0.963776132985792,0.177,999
"Helicotylenchus_erythrinae",38,121.033084842105,110.776607401717,14.8836692413904,755,0.689109471195802,0.755,999
"Helicotylenchus_multicinctus",28,131.745025928571,123.723278991634,18.2266042130643,678,0.440111983733493,0.678,999
"Helicotylenchus_pseudorobustus",76,68.2895333552632,82.0481193566461,8.69413004714723,51,-1.5825144007246,0.051,999
"Helicotylenchus_sp.",59,100.719524423729,91.5671959066524,10.7378152200804,801,0.852345503204506,0.801,999
"Heliococcus_bohemicus",8,138.245980875,187.259788705581,38.1208463058399,115,-1.28574815567701,0.115,999
"Heliothis_virescens",22,60.9416245909091,136.450895689872,21.5619743782462,2,-3.50196460557636,0.002,999
"Helopeltis_antonii",10,199.7971844,178.405942326727,33.8102930054346,714,0.632684315094072,0.714,999
"Hemiberlesia_lataniae",104,76.2859924038462,71.0754448987738,6.9768162779332,773,0.746837425195313,0.773,999
"Hemiberlesia_rapax",44,98.9997932727273,103.621370360929,12.9756651764105,360,-0.356172652836616,0.36,999
"Hemicriconemoides_chitwoodi",5,141.3884242,215.009887906707,45.8757511557948,71,-1.60480126977511,0.071,999
"Hemicriconemoides_mangiferae",33,107.140648909091,116.96694909467,16.842692378303,284,-0.583416235651131,0.284,999
"Hemicriconemoides_ortonwilliamsi",1,NA,NA,NA,NA,NA,NA,999
"Hemicriconemoides_sp.",18,149.911673555556,144.932214974419,24.3745769406565,585,0.204289025949453,0.585,999
"Hemicriconemoides_wessoni",2,376.566485,281.457294243243,80.9878624741938,798,1.17436351387916,0.798,999
"Hemicycliophora_arenaria",10,145.8120035,178.071002061461,34.1430741725596,177,-0.944818219895021,0.177,999
"Hemicycliophora_sp.",29,123.256466862069,123.016243267371,18.3740852509128,503,0.0130740437642313,0.503,999
"Hemicycliophora_thornei",1,NA,NA,NA,NA,NA,NA,999
"Heterodera_sp.",48,84.7505684583333,100.222501073282,12.243475623457,108,-1.26368795028316,0.108,999
"Heterodera_zeae",23,22.6204382173913,132.291400173913,20.3796446345606,1,-5.38139716972971,0.001,999
"Heteronychus_arator",7,96.4203725714285,198.290681329615,39.353926232877,8,-2.58856786373407,0.008,999
"Hippotion_celerio",8,173.254465625,190.49043640015,37.6211714360944,325,-0.458145510020287,0.325,999
"Holocacista_capensis",1,NA,NA,NA,NA,NA,NA,999
"Holocacista_rivillei",1,NA,NA,NA,NA,NA,NA,999
"Homalodisca_vitripennis",11,76.1037454545455,172.3243458726,34.1210533371715,5,-2.81997743349944,0.005,999
"Hoplolaimus_pararobustus",20,132.0601281,140.887028012613,22.8094611643471,344,-0.386984148771113,0.344,999
"Hoplolaimus_sp.",25,106.68861764,130.165596474474,19.6142074320911,118,-1.19693741976357,0.118,999
"Hop_stunt_viroid",18,65.7725703888889,145.908143601435,23.7538891683195,1,-3.37357696016459,0.001,999
"Hyalesthes_obsoletus",3,80.9533923333333,242.78443939306,54.7674277224658,4,-2.95487763054723,0.004,999
"Hyles_livornica",6,251.0677745,206.284472263764,42.9602770811224,886.5,1.04243513494271,0.8865,999
"Hyphantria_cunea",14,83.1611109285714,158.622732882096,28.3236885246858,7,-2.66425828993832,0.007,999
"Hypothenemus_eruditus",4,228.22793375,227.738555793794,49.5541320789573,444,0.00987562359938972,0.444,999
"Hypurus_bertrandi",4,144.57632175,227.852702086837,48.0619269015702,90,-1.73268917218789,0.09,999
"Icerya_aegyptiaca",30,141.4834312,120.526330727528,17.1605850283461,899,1.22123461629398,0.899,999
"Icerya_purchasi",43,105.59515344186,105.311398397677,13.8362124663474,513,0.0205081444704519,0.513,999
"Icerya_schrottkyi",1,NA,NA,NA,NA,NA,NA,999
"Icerya_seychellarum",71,83.1483349014084,84.1453513962554,9.59963629423168,445,-0.103859819714842,0.445,999
"Ilyonectria_radicicola",47,85.2494424255319,100.969327057781,13.5196151888881,125,-1.16274645488206,0.125,999
"Inglisia_vitrea",6,140.1453135,205.008298280948,42.1438906578021,73,-1.53908392814558,0.073,999
"Jacobiasca_lybica",6,119.333858333333,203.99399342676,42.987412160599,37,-1.96941687899565,0.037,999
"Kalotermes_flavicollis",1,NA,NA,NA,NA,NA,NA,999
"Kerria_lacca",15,168.142026733333,154.009293341208,27.0566582885374,691,0.522338466244105,0.691,999
"Lasiodiplodia_crassispora",2,233.75492,273.741347063063,82.4632078314345,224,-0.484900213253898,0.224,999
"Lasiodiplodia_theobromae",189,48.8088911693122,53.6270972407911,4.00747218557029,116,-1.20230555531435,0.116,999
"Lecanium_corni",53,70.515747735849,96.8348747630838,11.6461852691539,15,-2.25989252437393,0.015,999
"Lecanodiaspis_rugosa",6,73.912338,205.391708853187,42.6056069669488,5,-3.08596403649832,0.005,999
"Lepadoretus_sinicus",29,100.372035,122.408595515792,18.7986248052282,120,-1.17224322226288,0.12,999
"Lepidosaphes_buzenensis",1,NA,NA,NA,NA,NA,NA,999
"Lepidosaphes_gloverii",21,112.611096952381,137.446723749321,21.9028854948406,129,-1.13389748591756,0.129,999
"Lepidosaphes_laterochitinosa",14,163.9548195,157.928073021307,28.6090810838977,585,0.210658512974227,0.585,999
"Lepidosaphes_malicola",11,138.279262818182,172.821912480025,31.6892485242287,146,-1.09004319352771,0.146,999
"Lepidosaphes_ulmi",52,83.9096807884615,97.5828606585817,12.3964388200349,137,-1.10299256654433,0.137,999
"Lepidosaphes_ussuriensis",8,89.940556875,189.136298275526,37.2185342867251,7,-2.66522428412518,0.007,999
"Leucaspis_vitis",2,0.594936,275.575977467467,83.0936281107781,1,-3.30929155122304,0.001,999
"Limothrips_cerealium",12,77.7334026666667,167.086087931265,31.2440790721803,1,-2.85982777915056,0.001,999
"Lobesia_botrana",15,129.8413558,155.459489586253,27.3916156459562,166,-0.9352545726902,0.166,999
"Lobesia_sp.",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_africanus",31,73.1397486774193,119.927941508638,17.5034358412033,4,-2.67308620180035,0.004,999
"Longidorus_carniolensis",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_crataegi",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_elongatus",34,80.1346977941176,115.165125013572,16.0655465948545,6,-2.1804690561026,0.006,999
"Longidorus_euonymus",2,235.069482,273.506220196196,84.0175532146029,354,-0.45748461750628,0.354,999
"Longidorus_goodeyi",2,233.75492,272.339142333333,85.1048438953407,226,-0.453372811314747,0.226,999
"Longidorus_magnus",9,119.623978333333,182.865631849071,36.0913082750107,48,-1.75226824790738,0.048,999
"Longidorus_orientalis",2,376.566485,277.167966813814,86.006734371235,794,1.15570622362137,0.794,999
"Longidorus_sp.",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_vineacola",3,282.235149666667,239.873759154821,54.4931506012303,758.5,0.777370918078075,0.7585,999
"Lopholeucaspis_japonica",30,73.7117234333333,120.647006331999,18.3676209735103,5,-2.55532727762377,0.005,999
"Lycorma_delicatula",2,0.594936,275.221920479479,84.4720297405184,1,-3.25109962816189,0.001,999
"Maconellicoccus_hirsutus",111,65.7879967837838,68.3537626965073,6.63724069533817,350,-0.386571171740941,0.35,999
"Macrophoma_viticola",4,60.724017,228.11721981957,47.9349217733375,3,-3.49209295909767,0.003,999
"Macrosiphum_euphorbiae",25,70.21795772,129.898244293453,20.3644423573427,2,-2.93061236473951,0.002,999
