"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"Aonidiella_inornata",23,87.0923152608696,131.797310607303,21.1301763389613,16,-2.11569438083691,0.016,999
"Aonidiella_orientalis",101,52.632004009901,70.1761517440014,7.10378713279904,4,-2.46968939329516,0.004,999
"Apate_monachus",29,89.8392103448276,119.716540379932,17.408305061052,41,-1.7162687539265,0.041,999
"Aphis_fabae",95,22.0896409578947,72.5287193168221,7.11342957197476,1,-7.09068359341681,0.001,999
"Aphis_gossypii",74,73.3035472567568,81.2192134566188,9.14983263346751,192,-0.865115955335482,0.192,999
"Aphis_illinoisensis",1,NA,NA,NA,NA,NA,NA,999
"Aphis_spiraecola",54,39.5351502592593,93.8639986274423,11.489277158548,1,-4.72865678305641,0.001,999
"Apolygus_spinolae",8,111.779098125,187.976170258759,39.4594729555032,40,-1.93102103060735,0.04,999
"Arabis_mosaic_virus",29,109.384955655172,121.675228700045,18.065499489789,267,-0.680317366913611,0.267,999
"Arboridia_adanae",1,NA,NA,NA,NA,NA,NA,999
"Arboridia_kakogawana",1,NA,NA,NA,NA,NA,NA,999
"Argyrotaenia_ljungiana",5,61.2326088,210.543604258458,48.2440678689026,6,-3.09490890909516,0.006,999
"Armillaria_luteobubalina",35,31.8904015142857,111.736904347805,15.5921444514755,1,-5.12094427306075,0.001,999
"Armillaria_mellea",148,44.594650472973,58.0248816058085,4.98234131684126,3,-2.69556625665906,0.003,999
"Artichoke_Italian_latent_virus",2,238.331013,275.054453915916,81.9036245701774,431.5,-0.448373818724594,0.4315,999
"Aspergillus_niger",188,44.5138244893617,51.8678170201585,4.00945639312596,38,-1.83416199348242,0.038,999
"Aspidiotus_destructor",121,44.4389355041322,64.106919784123,5.7242839385601,1,-3.43588551705178,0.001,999
"Aspidiotus_ligusticus",2,238.331011,274.718525101101,83.7558403356685,390,-0.434447483963754,0.39,999
"Aspidiotus_nerii",107,50.978905728972,67.9087702601106,6.48716312860071,3,-2.60974854424393,0.003,999
"Asterococcus_muratae",16,19.3454699375,152.085805951514,26.3259983890331,1,-5.04217671263366,0.001,999
"Asterolecanium_pustulans",116,38.9348375603448,65.4445419874184,6.21586853777366,1,-4.26484316165551,0.001,999
"Asymmetrasca_decedens",19,29.6573014736842,141.155964383436,23.762225603621,1,-4.69226514256986,0.001,999
"Autographa_gamma",24,63.2010079583333,130.935815689606,20.3403404047979,1,-3.33007247584193,0.001,999
"Bactrocera_tryoni",90,50.7013117,74.0835253232121,7.67758851266753,2,-3.04551534438619,0.002,999
"Botryosphaeria_dothidea",97,43.0492257010309,71.5105249131709,7.11504488517548,1,-4.00015736674275,0.001,999
"Botryosphaeria_sacchari",17,100.007428764706,147.22601588671,25.1391113728712,30,-1.87829181476001,0.03,999
"Botryosphaeria_stevensii",47,62.521041106383,99.6940410328626,12.6501779644026,5,-2.93853572899005,0.005,999
"Botryotinia_fuckeliana",280,31.93772965,42.7263772118011,2.58605045858885,1,-4.17186274381057,0.001,999
"Botryotinia_pseudofuckeliana",1,NA,NA,NA,NA,NA,NA,999
"Botrytis_cinerea",209,33.1773535358852,49.1757408492847,3.76897154477596,1,-4.24476203211838,0.001,999
"Botrytis_prunorum",5,110.4530212,213.79567140981,47.0945927220014,36,-2.19436339156471,0.036,999
"Botrytis_pseudocinerea",5,142.755581,213.551647075676,47.5764343838813,84,-1.48804900981947,0.084,999
"Brevipalpus_californicus",33,42.7492283030303,114.240385458367,16.3738808624467,1,-4.3661705954696,0.001,999
"Brevipalpus_chilensis",13,72.2216233846154,160.609542344113,30.4880520790677,4,-2.89910023540608,0.004,999
"Brevipalpus_lewisi",14,74.7552735714286,157.009593442013,29.316252825485,5,-2.80575830615979,0.005,999
"Cactodera_milleri",2,238.331012,275.322203038038,82.9283422244276,414.5,-0.446062106703271,0.4145,999
"Cadra_figulilella",2,376.566485,277.807552717718,86.5306223472523,790,1.14131771624104,0.79,999
"Calepitrimerus_vitis",1,NA,NA,NA,NA,NA,NA,999
"Campylocarpon_fasciculare",1,NA,NA,NA,NA,NA,NA,999
"Carnation_ringspot_virus",5,66.512659,215.183674593393,46.8467696151454,6,-3.17355960325018,0.006,999
"Ceratitis_capitata",111,46.4150373603604,67.1336572223575,6.26530435479677,1,-3.30688162756767,0.001,999
"Ceratitis_rosa",60,50.7073643666667,89.7622013863196,10.486992646301,1,-3.72412171314228,0.001,999
"Ceresa_alta",40,6.433366225,106.209832382357,14.2923967052082,1,-6.9810870923418,0.001,999
"Ceroplastes_actiniformis",9,222.087656,183.62596161417,35.5663106033763,846,1.08140804411068,0.846,999
"Ceroplastes_cirripediformis",74,41.4964994459459,81.6291352942808,8.90116588316276,1,-4.50869429635603,0.001,999
"Ceroplastes_rusci",68,35.5549890441176,84.7866000814491,9.70944167339225,1,-5.07048836518023,0.001,999
"Ceroplastes_sinensis",11,43.7837671818182,170.860534482209,31.7150714392539,1,-4.00682582550036,0.001,999
"Cerosterna_scabrator",1,NA,NA,NA,NA,NA,NA,999
"Chaetocnema_confinis",33,39.2916185454545,114.755393577032,16.5828008351396,1,-4.55072552470548,0.001,999
"Cherry_leaf_roll_virus",20,57.66960655,138.955361515265,23.7263165484048,1,-3.42597447856821,0.001,999
"Chinavia_sp.",39,54.6867905641026,107.300587559046,14.7610711315351,1,-3.56436172728287,0.001,999
"Chlidaspis_asiatica",20,16.6787466,139.736186456156,22.3306299728045,1,-5.5107016687851,0.001,999
"Chorizococcus_viticola",1,NA,NA,NA,NA,NA,NA,999
"Chrysomphalus_aonidum",72,63.23420025,82.3750924661745,9.63628669831743,24,-1.98633486273469,0.024,999
"Chrysomphalus_dictyospermi",108,50.474617037037,67.7881513023301,6.40115267179201,3,-2.7047525895748,0.003,999
"Chrysomphalus_pinnulifer",29,71.6137462413793,121.14565249767,18.5979667794326,3,-2.66329684549538,0.003,999
"Citrus_exocortis_viroid",16,56.477055375,151.654059832145,27.4267746636042,2,-3.47022227821218,0.002,999
"Cnephasia_longana",10,60.3919891,175.758481808609,34.0726146984754,2,-3.38590078071616,0.002,999
"Coccus_hesperidum",138,50.6808004347826,60.3852001978863,5.26962874933585,27,-1.8415718117385,0.027,999
"Coccus_longulus",82,49.8890987317073,78.0257438165238,8.54673802030445,1,-3.29209167497265,0.001,999
"Coccus_sp.",1,NA,NA,NA,NA,NA,NA,999
"Colaspis_caligula",1,NA,NA,NA,NA,NA,NA,999
"Colletotrichum_acutatum",99,43.1469002626263,70.5406032777929,7.06522043432635,1,-3.8772609106539,0.001,999
"Colletotrichum_capsici",147,37.4137275578231,58.6772161794924,4.86255694878585,1,-4.37290274347915,0.001,999
"Colletotrichum_nymphaeae",28,82.8084469285714,121.335264469898,18.5707892640366,19,-2.074592360807,0.019,999
"Colomerus_vitis",6,54.4345678333333,206.277689626793,42.0020576390152,2,-3.61513531309511,0.002,999
"Coniella_diplodiella",6,106.948171666667,201.614824916917,44.0653189138636,30,-2.14832561260476,0.03,999
"Coniella_petrakii",1,NA,NA,NA,NA,NA,NA,999
"Conogethes_punctiferalis",34,75.4416364411765,113.253391998086,16.1262932290815,13,-2.34472702559579,0.013,999
"Conotrachelus_nenuphar",26,16.2932916923077,126.010643737584,19.5980512843006,1,-5.59838069885893,0.001,999
"Cornu_aspersum",61,44.9911878032787,89.218856887773,10.4689587776032,1,-4.22464831737736,0.001,999
"Costelytra_zealandica",30,37.2991798,119.448599237004,16.7492098356115,1,-4.90467432453685,0.001,999
"Cotinis_nitida",4,78.48352275,226.683856641391,50.2160591368739,6,-2.95125377097876,0.006,999
"Crenulaspidiotus_lahillei",2,235.069479,274.094887172172,83.9402280022054,294,-0.464919015601754,0.294,999
"Criconema_mutabile",70,48.4251236857143,83.7297923922923,9.33668616207866,1,-3.78128471855136,0.001,999
"Criconema_sp.",1,NA,NA,NA,NA,NA,NA,999
"Criconemella_sp.",3,219.604470333333,247.379032025692,56.5864503500939,207,-0.490834139984413,0.207,999
"Criconemoides_sp.",92,51.309320826087,73.4146032450929,7.22649654855633,3,-3.05892105122807,0.003,999
"Criconemoides_xenoplax",55,29.3615566545455,92.9766170469196,11.6399557030646,1,-5.46523217228615,0.001,999
"Crocidosema_plebejana",13,53.7572592307692,160.529253824055,30.0342018446363,2,-3.55501355240287,0.002,999
"Crypticerya_palmeri",4,62.67683275,224.544657095846,49.7420357588701,4,-3.254145550667,0.004,999
"Cryptinglisia_lounsburyi",1,NA,NA,NA,NA,NA,NA,999
"Ctenopseustis_obliquana",17,49.4064031176471,146.773625252134,26.5454053452875,1,-3.6679500978791,0.001,999
"Cucumber_mosaic_virus",81,48.5063819012346,77.9896240397187,8.07824364815711,1,-3.64970944460312,0.001,999
"Cylindrocarpon_liriodendri",8,115.11617375,189.543974185811,38.3255768065218,38,-1.9419877438908,0.038,999
"Cylindrocladiella_lageniformis",1,NA,NA,NA,NA,NA,NA,999
"Cylindrocladiella_parva",44,55.4778766363636,102.279982167963,13.9196315476062,1,-3.36230922287942,0.001,999
"Cylindrocladium_peruvianum",1,NA,NA,NA,NA,NA,NA,999
"Dactylonectria_macrodidyma",4,267.43163375,223.224284266016,52.1565798324756,812,0.847589117729265,0.812,999
"Dactylonectria_pauciseptata",3,113.324757,242.661912909576,55.5443458627198,28,-2.32853864602598,0.028,999
"Daktulosphaira_vitifoliae",3,1.52168466666667,245.123929595262,57.2023810696354,1,-4.25860323247813,0.001,999
"Deilephila_elpenor",8,72.468252625,187.652476146396,38.4912612261112,3,-2.99247724944017,0.003,999
"Diabrotica_speciosa",46,27.9840359565217,100.630765405057,12.938591630339,1,-5.61473238541592,0.001,999
"Diaporthe_cotoneastri",99,43.0574844242424,71.1322682136884,7.06711180707582,1,-3.97259652257612,0.001,999
"Diaporthe_gulyae",2,238.331017,274.267247800801,87.9720529993145,583,-0.408495989073721,0.583,999
"Diaporthe_rudis",45,50.3862657777778,101.718938589834,13.3676550580127,1,-3.84006563524299,0.001,999
"Diaspidiotus_osborni",37,16.1872747837838,110.055265712983,14.7108188284251,1,-6.38088144677726,0.001,999
"Diaspidiotus_perniciosus",67,34.6471505373134,85.233285138676,9.99635788912257,1,-5.06045653451517,0.001,999
"Diaspidiotus_uvae",18,63.8100828333333,145.618622137193,25.771932100619,2,-3.17432697651312,0.002,999
"Diaspidiotus_viticola",1,NA,NA,NA,NA,NA,NA,999
"Dikrella_cockerellii",1,NA,NA,NA,NA,NA,NA,999
"Dimargarodes_meridionalis",1,NA,NA,NA,NA,NA,NA,999
"Diplodia_africana",1,NA,NA,NA,NA,NA,NA,999
"Diplodia_corticola",3,1.52168466666667,241.590522482816,55.7796639380807,1,-4.30387745043861,0.001,999
"Diplodia_olivarum",3,221.017017,242.156996285619,56.7770970133367,243,-0.372332866554507,0.243,999
"Ditylenchus_dipsaci",110,25.8486727363636,67.4444057224952,6.35266366982517,1,-6.54776250531084,0.001,999
"Ditylenchus_sp.",43,44.148228255814,102.789385147147,13.7973730211218,1,-4.2501682604045,0.001,999
"Dociostaurus_maroccanus",65,22.0722819538462,86.0751571932548,10.0925503067127,1,-6.34159585975405,0.001,999
"Drepanothrips_reuteri",1,NA,NA,NA,NA,NA,NA,999
"Drosophila_melanogaster",33,23.6402403333333,115.406761168957,16.7353641399756,1,-5.48338954970343,0.001,999
"Drosophila_simulans",14,35.0736674285714,159.72071831603,28.4009212207399,1,-4.38883830276726,0.001,999
"Drosophila_suzukii",44,36.7047278863636,102.283550314519,13.5874378692436,1,-4.8264303439134,0.001,999
"Duplaspidiotus_fossor",3,1.52168466666667,244.06435261962,57.5172443464974,1,-4.21686870970067,0.001,999
"Duplaspidiotus_tesseratus",28,15.5290553214286,122.788565158909,18.5456524505698,1,-5.78353930245172,0.001,999
"Dysmicoccus_brevipes",99,64.5894052828283,71.1597124339693,6.94471868541083,177,-0.946086868132421,0.177,999
"Dysmicoccus_sp.",2,235.06948,275.571542106106,81.5284470587211,297,-0.496784417798788,0.297,999
"Edwardsiana_rosae",8,72.78154875,189.341579067693,39.3952323035116,4,-2.9587344331335,0.004,999
"Elsinoe_ampelina",9,53.9082432222222,182.555229647536,35.556755120988,1,-3.61807442742091,0.001,999
"Empoasca_decipiens",28,49.8168107857143,122.444376779172,19.0280156154242,1,-3.81687546727603,0.001,999
"Empoasca_solani",3,80.9533923333333,242.336193662996,54.2568592303361,7,-2.97442210291875,0.007,999
"Empoasca_vitis",3,222.922962333333,241.282557637971,56.9049338193034,331,-0.322636264949139,0.331,999
"Endoclita_signifer",2,235.069482,280.062616883884,83.175919731319,327,-0.54093943330262,0.327,999
"Eotetranychus_carpini",8,74.177463875,188.42461353954,38.9886301341843,4,-2.93026836981303,0.004,999
"Eotetranychus_pruni",4,75.22363525,228.636583653904,48.9176653238722,5,-3.1361461629085,0.005,999
"Eotetranychus_willamettei",1,NA,NA,NA,NA,NA,NA,999
"Epicoccum_nigrum",126,41.4555750952381,63.2686826831196,5.86475885225619,1,-3.71935285616901,0.001,999
"Epiphyas_postvittana",75,30.8431950666667,81.0387729581582,8.89499959163565,1,-5.64312312489509,0.001,999
"Erasmoneura_variabilis",1,NA,NA,NA,NA,NA,NA,999
"Erysiphe_necator",6,108.097556166667,202.224697197364,44.7790582247507,27,-2.10203485205659,0.027,999
"Erythroneura_comes",3,1.52168466666667,241.975816340007,58.0653851104671,1,-4.14109251520308,0.001,999
"Erythroneura_elegantula",18,24.9553246111111,143.818249182405,23.99761333964,1,-4.95311441554698,0.001,999
"Erythroneura_ziczac",1,NA,NA,NA,NA,NA,NA,999
"Eudocima_phalonia",47,59.6637828723404,99.6205086316955,12.7647541967594,1,-3.13023855715913,0.001,999
"Eulecanium_tiliae",41,28.7754640487805,105.059938066969,14.3732259319203,1,-5.30740102322994,0.001,999
"Eupoecilia_ambiguella",4,120.9473615,224.248984476226,50.3680566800168,36,-2.05093525113528,0.036,999
"Euproctis_chrysorrhoea",37,26.6038907837838,110.513240827882,15.7989621308816,1,-5.31106723017483,0.001,999
"Eurhizococcus_brasiliensis",41,48.9699880731707,106.160641862472,13.6058569540951,1,-4.20338490859176,0.001,999
"Euseius_scutalis",1,NA,NA,NA,NA,NA,NA,999
"Eutypa_lata",53,33.775596490566,94.7567505506639,11.8654958899562,1,-5.13936835220824,0.001,999
"Ferrisia_cristinae",7,175.772997714286,194.994320438009,42.5718710820864,333,-0.451502887591233,0.333,999
"Ferrisia_sp.",29,40.5519747586207,121.810364709537,17.6621797721445,1,-4.6006999701742,0.001,999
"Ferrisia_virgata",109,57.7207782293578,67.4103426796889,6.51801196408563,69,-1.48658279606124,0.069,999
"Fidia_viticida",1,NA,NA,NA,NA,NA,NA,999
"Fomitiporia_mediterranea",5,252.3666774,213.199005647848,46.5051019583323,767,0.842223113224129,0.767,999
"Forficula_auricularia",20,96.51534335,141.494161243443,23.3024546870152,25,-1.93021801769695,0.025,999
"Formicococcus_robustus",20,91.6704141,138.685939008358,23.1759872057428,25,-2.0286309485323,0.025,999
"Frankliniella_australis",9,44.690054,182.019365430987,36.2106251751684,1,-3.79251423488707,0.001,999
"Frankliniella_occidentalis",50,38.49613352,96.4553599318518,11.9309676491196,1,-4.85788144904814,0.001,999
"Fusarium_gibbosum",139,37.0876528992806,60.1614019755151,5.09550681617505,1,-4.52825399094547,0.001,999
"Fusarium_graminearum",117,33.8203661880342,65.0500801816261,6.2431462007708,1,-5.00223973446852,0.001,999
"Fusarium_oxysporum",258,33.6228196627907,44.2458265434737,2.87608500829822,1,-3.69356498505191,0.001,999
"Fusarium_proliferatum",21,63.131065047619,135.857751034034,21.9373971865033,1,-3.31519210634338,0.001,999
"Geococcus_coffeae",49,59.6835962653061,98.1192237797389,12.1862936377413,1,-3.15400470865042,0.001,999
"Globisporangium_irregulare",51,33.3271294509804,96.1578618289073,12.1944263027012,1,-5.15241396505952,0.001,999
"Glyptoscelis_squamulata",1,NA,NA,NA,NA,NA,NA,999
"Gonocephalum_simplex",8,40.141742375,187.282161772147,38.0787661034287,1,-3.86410680948767,0.001,999
"Gracilacus_sp.",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_Bulgarian_latent_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_chrome_mosaic_virus",2,238.331015,277.96562658959,85.8664206147567,530,-0.461584532181818,0.53,999
"Grapevine_deformation_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_fanleaf_virus",3,1.52168466666667,241.497106681014,58.4228921231679,1,-4.10755807001866,0.001,999
"Grapevine_fleck_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_Pinot_gris_virus",2,238.331012,277.466108652653,84.9531891108788,398.5,-0.460666598420154,0.3985,999
"Grapevine_Roditis_leaf_discoloration-associated_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_rupestris_stem_pitting-associated_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_virus_A",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_virus_D",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_yellow_speckle_viroid 1",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_yellow_speckle_viroid 2",1,NA,NA,NA,NA,NA,NA,999
"Graphocephala_atropunctata",1,NA,NA,NA,NA,NA,NA,999
"Grovesinia_pyramidalis",42,47.9977132380952,104.204377286167,14.149117972606,1,-3.9724500252873,0.001,999
"Gryllotalpa_gryllotalpa",56,35.464826375,92.3145796123802,11.071208018435,1,-5.13491871372283,0.001,999
"Gueriniella_serratulae",8,145.655112,189.926685301301,38.5136353431957,120,-1.14950388107475,0.12,999
"Halyomorpha_halys",62,52.5708350967742,88.1132735490491,10.2383193982344,1,-3.47151100388646,0.001,999
"Harmonia_axyridis",10,1.3429254,176.818219111311,33.9327762564452,1,-5.17126250988618,0.001,999
"Harrisina_americana",1,NA,NA,NA,NA,NA,NA,999
"Harrisina_metallica",1,NA,NA,NA,NA,NA,NA,999
"Helicotylenchus_abunaamai",8,108.47910475,186.485890281031,39.1023390304494,31,-1.99493911272894,0.031,999
"Helicotylenchus_digonicus",77,34.0219240909091,80.096918969411,8.67316926328242,1,-5.31235970149446,0.001,999
"Helicotylenchus_dihystera",186,38.6513786075269,51.9747411269119,4.065960328898,4,-3.2768058322389,0.004,999
"Helicotylenchus_erythrinae",61,57.3611423770492,88.6278334709464,10.6453705052586,1,-2.93711628716465,0.001,999
"Helicotylenchus_multicinctus",40,85.224958525,107.18351505035,14.7078028466579,60,-1.49298686923452,0.06,999
"Helicotylenchus_pseudorobustus",100,48.19833593,70.4326001769169,6.95178396179548,1,-3.19835374187525,0.001,999
"Helicotylenchus_sp.",92,50.8822438913043,73.2160994972799,7.72232657588236,1,-2.89211488099021,0.001,999
"Heliococcus_bohemicus",18,54.0119021111111,143.612233704315,24.4232857681395,1,-3.66864362329533,0.001,999
"Heliothis_virescens",23,57.5096367826087,132.257911070244,21.4826366612992,1,-3.47947393358348,0.001,999
"Helopeltis_antonii",10,199.7971844,176.660132803604,35.4288366759475,729,0.653057050899558,0.729,999
"Hemiberlesia_lataniae",166,44.6469982831325,55.0263896221824,4.33116234517828,7,-2.39644476744329,0.007,999
"Hemiberlesia_rapax",79,54.0655386708861,78.5488861650385,8.58353576854379,3,-2.85236156222205,0.003,999
"Hemicriconemoides_chitwoodi",20,21.8829056,138.450686081532,23.3773173236187,1,-4.98636258676954,0.001,999
"Hemicriconemoides_mangiferae",41,77.7212060487805,105.244748037354,14.1428838175434,26,-1.94610535896736,0.026,999
"Hemicriconemoides_ortonwilliamsi",1,NA,NA,NA,NA,NA,NA,999
"Hemicriconemoides_sp.",43,47.492471372093,103.529503097772,13.5638180420914,1,-4.1313612105223,0.001,999
"Hemicriconemoides_wessoni",6,63.042571,204.506146316483,42.8828977822802,4,-3.29883432865719,0.004,999
"Hemicycliophora_arenaria",10,145.8120035,175.984136753353,33.3292550954687,200,-0.905274755374158,0.2,999
"Hemicycliophora_sp.",55,62.3734989090909,93.4371471405951,11.0060429788969,1,-2.82241749292331,0.001,999
"Hemicycliophora_thornei",1,NA,NA,NA,NA,NA,NA,999
"Heterodera_sp.",90,31.8801952,74.0331215079746,7.55498402507839,1,-5.57948582922877,0.001,999
"Heterodera_zeae",27,18.6646743703704,124.140904111927,18.8307573089742,1,-5.60127391643933,0.001,999
"Heteronychus_arator",7,96.4203725714286,193.588345682969,42.9081170893432,19,-2.26455924200116,0.019,999
"Hippotion_celerio",12,86.5524705,164.932242609193,32.0705770849852,6,-2.44397760294399,0.006,999
"Holocacista_capensis",1,NA,NA,NA,NA,NA,NA,999
"Holocacista_rivillei",1,NA,NA,NA,NA,NA,NA,999
"Homalodisca_vitripennis",22,41.8991535454545,133.267547424197,21.9765357632865,1,-4.15754306606323,0.001,999
"Hoplolaimus_pararobustus",36,61.3777378611111,110.996580042709,15.5524482562457,3,-3.19042001388251,0.003,999
"Hoplolaimus_sp.",28,86.2645903928571,123.103214287001,18.1007027137884,24,-2.03520407338009,0.024,999
"Hop_stunt_viroid",23,51.6683565217391,131.701837821865,20.8414786429408,1,-3.84010571760628,0.001,999
"Hyalesthes_obsoletus",3,80.9533923333333,242.211674734067,54.7366367677017,9,-2.94607582641773,0.009,999
"Hyles_livornica",18,76.6649962222222,144.613653913358,24.8312361653321,4,-2.7364186478159,0.004,999
"Hyphantria_cunea",15,78.6002382,155.426034226093,27.5376323387915,3,-2.78984754683758,0.003,999
"Hypothenemus_eruditus",4,228.22793375,228.503531072823,50.025057213919,431,-0.00550918555963463,0.431,999
"Hypurus_bertrandi",8,53.531333375,190.096053818819,38.4200548037477,1,-3.55451654458592,0.001,999
"Icerya_aegyptiaca",44,89.2548328181818,102.245950778574,13.4699445270899,166,-0.964452224303172,0.166,999
"Icerya_purchasi",58,75.5502824482759,91.1074889162611,11.3101992147902,92,-1.37550242683978,0.092,999
"Icerya_schrottkyi",1,NA,NA,NA,NA,NA,NA,999
"Icerya_seychellarum",118,48.7319803644068,64.6281520885462,6.0317542975091,3,-2.63541433222901,0.003,999
"Ilyonectria_radicicola",98,34.6923723673469,71.4718255033503,7.16976031679206,1,-5.12980232405585,0.001,999
"Inglisia_vitrea",7,112.972438428571,194.398308192907,42.1957273181577,41,-1.92971836106488,0.041,999
"Jacobiasca_lybica",7,71.6619838571429,194.09146111011,41.6866205814818,2,-2.93690098993905,0.002,999
"Kalotermes_flavicollis",1,NA,NA,NA,NA,NA,NA,999
"Kerria_lacca",19,123.044647368421,142.984897923766,24.2907330746753,223,-0.820899496694641,0.223,999
"Lasiodiplodia_crassispora",2,233.75492,280.283219907908,84.5404858794416,205.5,-0.550367074708551,0.2055,999
"Lasiodiplodia_theobromae",240,37.9603047291667,45.9959803820779,3.17828195840417,5,-2.52830798465281,0.005,999
"Lecanium_corni",84,44.6435882857143,76.2845967011059,8.06875223151447,1,-3.92142521018429,0.001,999
"Lecanodiaspis_rugosa",15,17.3578527333333,154.92163561695,27.594869573539,1,-4.98512169144398,0.001,999
"Lepadoretus_sinicus",40,71.037054325,106.950001978854,14.0846215785358,8,-2.54979854826793,0.008,999
"Lepidosaphes_buzenensis",1,NA,NA,NA,NA,NA,NA,999
"Lepidosaphes_gloverii",39,49.7891459487179,107.708288512256,13.8006045177691,1,-4.19685547027766,0.001,999
"Lepidosaphes_laterochitinosa",31,55.1443533870968,116.81926094459,17.8447173039345,2,-3.45619975408041,0.002,999
"Lepidosaphes_malicola",16,94.6946665,149.3009926748,26.6498034519376,24,-2.04903297967211,0.024,999
"Lepidosaphes_ulmi",98,34.786194122449,70.7682820538702,7.06586090465816,1,-5.09238554465459,0.001,999
"Lepidosaphes_ussuriensis",22,35.7078815,135.021393163982,22.4724831593276,1,-4.41933857330584,0.001,999
"Leucaspis_vitis",3,1.52168466666667,244.242394670337,55.8206537937865,1,-4.34822406237542,0.001,999
"Limothrips_cerealium",23,24.3658462173913,132.049368596423,20.8000145661312,1,-5.17708879658059,0.001,999
"Lobesia_botrana",22,94.4110763181818,134.388750252525,22.2398998640514,39,-1.79756537478675,0.039,999
"Lobesia_sp.",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_africanus",41,50.8497995609756,105.930676634415,14.2789047137137,1,-3.85750014989165,0.001,999
"Longidorus_carniolensis",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_crataegi",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_elongatus",43,54.9738865116279,103.410481763042,13.3191905119575,1,-3.63660202982527,0.001,999
"Longidorus_euonymus",2,235.069482,282.685054345345,82.7050947600996,287.5,-0.575727196534416,0.2875,999
"Longidorus_goodeyi",2,233.75492,280.012541908909,83.815133686017,209.5,-0.55190059210782,0.2095,999
"Longidorus_magnus",29,26.0790332413793,121.132238500949,17.7469894871021,1,-5.3560185702849,0.001,999
"Longidorus_orientalis",2,376.566485,275.938670990991,83.1685216771325,829,1.2099266883648,0.829,999
"Longidorus_sp.",1,NA,NA,NA,NA,NA,NA,999
"Longidorus_vineacola",3,282.235149666667,242.415752773106,57.9963012416601,732,0.686585110447648,0.732,999
"Lopholeucaspis_japonica",57,36.4129640877193,91.0997956520556,11.1181427253275,1,-4.91870206340827,0.001,999
"Lycorma_delicatula",2,0.594936,273.112277856857,86.4419922173245,1,-3.1526036694263,0.001,999
"Maconellicoccus_hirsutus",147,44.4341753469388,58.734610044868,5.2211564919775,5,-2.73894006431379,0.005,999
