"","ntaxa","mpd.obs","mpd.rand.mean","mpd.rand.sd","mpd.obs.rank","mpd.obs.z","mpd.obs.p","runs"
"Cirsium_arvense",172,202.283451853206,275.655332332374,11.5206873265828,1,-6.36870686611463,0.01,99
"Cirsium_vulgare",51,160.725429413345,271.786342474828,23.9607551982397,1,-4.63511738852215,0.01,99
"Citrus_exocortis_viroid",62,160.5738076457,270.47985825333,19.2591428546835,1,-5.70669481175288,0.01,99
"Clematis_vitalba",55,47.9149362787879,272.767266481871,20.1975885185079,1,-11.1326324920939,0.01,99
"clover_phyllody_phytoplasma",120,198.826659006579,274.203789333456,15.4196007316488,1,-4.88839702393621,0.01,99
"Cnephasia_longana",57,157.112651689223,270.923462470241,19.1895973194088,1,-5.93085977191961,0.01,99
"Coccus_hesperidum_hesperidum",1712,295.068625239708,273.637556005792,3.17300641869754,100,6.75418401539619,1,99
"Coccus_longulus",891,230.833790915492,273.39021483945,5.17951900783177,1,-8.21628878272473,0.01,99
"Coccus_microogenes",1,NA,NA,NA,NA,NA,NA,99
"Colaspis_caligula",1,NA,NA,NA,NA,NA,NA,99
"Colletotrichum_acutatum",261,365.897271072065,272.603523109845,10.0887131234046,100,9.24733876571334,1,99
"Colletotrichum_capsici",285,237.488099923825,273.573925862427,9.05458470948926,1,-3.98536510468385,0.01,99
"Colletotrichum_nymphaeae",35,242.787680026708,272.378499219032,25.4115078995472,14,-1.16446530089036,0.14,99
"Colomerus_vitis",19,47.2740353450292,274.148502777689,33.7063807800763,1,-6.73090560843495,0.01,99
"Commelina_benghalensis",73,194.674876282655,270.775928051811,18.6119868604279,1,-4.08881933669095,0.01,99
"Commelina_diffusa",66,217.881068466112,277.919508110736,19.1458283039857,1,-3.13584968439971,0.01,99
"Comstockaspis_perniciosa",976,265.726997941304,273.831285044321,4.50709216098157,5,-1.79811879002113,0.05,99
"Coniella_diplodiella",6,206.154037266667,272.18200419461,59.8341245937817,2,-1.10351688733163,0.02,99
"Coniella_petrakii",5,191.858801,274.77326950303,67.5658140843163,1,-1.22716598070675,0.01,99
"Conogethes_punctiferalis",61,223.725149010824,273.659299425857,18.3347615959744,1,-2.72346875925543,0.01,99
"Conotrachelus_nenuphar",118,157.622326110149,272.141503865422,15.9495191830255,1,-7.1801021987642,0.01,99
"Conyza_bonariensis",17,229.840509294118,273.293581002471,33.7630343218508,2,-1.28700137831601,0.02,99
"Conyza_canadensis",102,383.394320497769,273.735676801321,13.9392793581153,100,7.86688040889336,1,99
"Cornu_aspersum",253,237.407481892129,273.883356971272,10.7241821491838,1,-3.40127336254912,0.01,99
"Costelytra_zealandica",150,170.390156805486,272.525365915962,13.771001199949,1,-7.4166872566139,0.01,99
"Cotinis_nitida",4,159.262280333333,265.004505937715,63.035090363046,2,-1.67751366731398,0.02,99
"Crenulaspidiotus_lahillei",33,74.7113958560606,271.349287069984,26.4775835928551,1,-7.4265799416449,0.01,99
"Criconema_mutabile",450,316.305669247283,273.37939025287,7.29421831549163,100,5.88497315788386,1,99
"Criconema_permistum",1,NA,NA,NA,NA,NA,NA,99
"Criconemella",220,283.270252103413,273.150556789285,10.3674394689332,84,0.976103631417597,0.84,99
"Criconemella_xenoplax",3,235.815010666667,272.651237239057,83.1681087145448,16,-0.442912880210158,0.16,99
"Criconemoides_sp.",768,267.6982947151,273.093149146339,5.54905973438052,19,-0.972210552684022,0.19,99
"Crocidosema_plebejana",159,177.815565271873,273.118080456352,11.6468210039715,1,-8.18270626396517,0.01,99
"Crypticerya_palmeri",18,64.1134209542484,268.430542924973,34.4427192744108,1,-5.9320845239569,0.01,99
"Cryptinglisia_lounsburyi",30,143.933906248276,273.024898784581,30.1236762208636,1,-4.28536648680672,0.01,99
"Ctenopseustis_obliquana",89,194.428205879469,271.263092478069,14.425699014405,1,-5.32625050071234,0.01,99
"Cucumber_mosaic_virus",249,239.007914340429,273.218323068815,9.25254029121732,1,-3.69740716080531,0.01,99
"Cylindrocarpon_liriodendri",11,315.320594654545,270.12812773296,44.1951732133196,75,1.02256567031545,0.75,99
"Cylindrocarpon_olidum",9,375.359897166667,273.862131991336,48.3238816286936,99,2.10036449379646,0.99,99
"Cylindrocarpon_olidum_var. crassum",1,NA,NA,NA,NA,NA,NA,99
"Cylindrocladiella_lageniformis",1,NA,NA,NA,NA,NA,NA,99
"Cylindrocladiella_parva",27,356.162918715669,274.869187756553,31.4712732668096,100,2.58310905535718,1,99
"Cylindrocladium_peruvianum",19,282.870654035067,279.795165829049,35.3139537424092,48,0.0870898860108245,0.48,99
"Dactylonectria_pauciseptata",11,422.752792945455,271.945645871078,45.4106464797778,100,3.32096454829231,1,99
"Datura_stramonium",48,206.481676276419,276.077482451113,21.7305817860536,1,-3.20266649369508,0.01,99
"Deilephila_elpenor",62,215.827912061343,275.710863047963,21.2326502966455,1,-2.82032389503822,0.01,99
"Diabrotica_speciosa",92,197.911637698758,275.600220490194,17.9482694988192,1,-4.32847204553881,0.01,99
"Diaporthe_ambigua",37,163.143985840841,272.966705916364,26.9763853055983,1,-4.07106878224829,0.01,99
"Diaporthe_eres",251,315.244834232915,272.419489211474,9.04862836668966,100,4.7327996339304,1,99
"Diaporthe_gulyae",4,236.651471333333,271.663229301699,75.4516492787538,27,-0.464029061035047,0.27,99
"Diaporthe_helianthi",6,200.9290512,277.187941810116,61.3141003546438,1,-1.24374149125619,0.01,99
"Diaporthe_medusaea",54,231.156729034941,272.727261976035,19.9245380972281,1,-2.08639882833109,0.01,99
"Diaspidiotus_osborni",431,207.016557781752,273.865646150711,7.73243855442647,1,-8.64527896321807,0.01,99
"Diaspidiotus_uvae",159,194.646294454104,274.592092214605,11.899687281168,1,-6.71831081536239,0.01,99
"Diaspidiotus_viticola",1,NA,NA,NA,NA,NA,NA,99
"Dikrella_cockerellii",1,NA,NA,NA,NA,NA,NA,99
"Dimargarodes_meridionalis",1,NA,NA,NA,NA,NA,NA,99
"Diplodia_africana",10,455.914901,255.032427101356,32.5628992428514,100,6.16905983710109,1,99
"Diplodia_corticola",19,89.2586822339181,275.186422594218,36.1504679507468,1,-5.14316275555871,0.01,99
"Diplodia_olivarum",7,231.837045714286,273.530559469576,61.9402737793918,10,-0.673124466704606,0.1,99
"Ditylenchus_dipsaci",689,240.506621270632,273.735172386097,6.10508832161963,1,-5.44276337457638,0.01,99
"Ditylenchus_sp.",452,315.970416372215,273.770595793478,6.41630467715968,100,6.57696644751877,1,99
"Dociostaurus_maroccanus",498,206.368270014464,273.709848677579,5.74451775184179,1,-11.7227557772842,0.01,99
"Drepanothrips_reuteri",1,NA,NA,NA,NA,NA,NA,99
"Drosophila_melanogaster",233,175.793093260767,270.601792280944,11.0446427778354,1,-8.58413449192235,0.01,99
"Drosophila_simulans",47,116.487040691952,270.194472740971,22.8827331297278,1,-6.71717976946258,0.01,99
"Drosophila_suzukii",352,210.103916337104,272.618886051463,8.58238716599355,1,-7.28410039133,0.01,99
"Duplaspidiotus_fossor",103,119.58333384466,274.710962921918,15.5462725751946,1,-9.97844520780991,0.01,99
"Duplaspidiotus_tesseratus",277,195.303949310084,272.345711111353,9.40517598909775,1,-8.19142160556851,0.01,99
"Dysmicoccus_brevipes",878,255.116296370255,273.729460107352,4.26802445837291,1,-4.3610724162046,0.01,99
"Dysmicoccus_umbambae",7,205.273913428571,270.7556441092,56.6315465050353,1,-1.15627657589761,0.01,99
"Edwardsiana_rosae",80,161.773197443671,270.859524747204,17.145105544179,1,-6.36253460338536,0.01,99
"Eleusine_indica",38,188.47909158606,276.998715113128,25.1904123960106,1,-3.5140204191769,0.01,99
"Elsinoë ampelina",4,153.048095,269.114760804709,75.1951182068161,1,-1.543539907544,0.01,99
"Emex_australis",149,181.743981890267,272.149105120151,13.975462111096,1,-6.46884679098415,0.01,99
"Empoasca_decipiens",84,183.110728446357,274.591480137875,17.0512088847062,1,-5.36505958668835,0.01,99
"Empoasca_solani",3,173.32174,293.389029521886,107.173702492224,1,-1.12030551086538,0.01,99
"Empoasca_vitis",3,239.872801333333,284.885292417456,95.0626508202998,21,-0.473503428483298,0.21,99
"Endoclita_signifer",141,171.28038858926,272.426614554976,12.961882754641,1,-7.80335911690766,0.01,99
"Eotetranychus_carpini",11,120.369799963636,266.316077236132,43.1230838305216,1,-3.38441188125786,0.01,99
"Eotetranychus_carpini_vitis",1,NA,NA,NA,NA,NA,NA,99
"Eotetranychus_pruni",4,158.063441666667,272.920401380478,73.8693186142895,1,-1.55486691725885,0.01,99
"Eotetranychus_willamettei",1,NA,NA,NA,NA,NA,NA,99
"Epicoccum_nigrum",280,304.903127046332,273.811317724674,8.18476213775589,99,3.79874317644902,0.99,99
"Epiphyas_postvittana",681,274.802926057151,273.105817782471,6.00166491132942,64,0.282772913808697,0.64,99
"Eragrostis_cilianensis",27,156.211756045584,280.597633389854,32.4984930108606,1,-3.82743523838789,0.01,99
"Erysiphe_necator",58,109.964208211131,275.099817066089,21.7563947651317,1,-7.59021017211983,0.01,99
"Erythroneura_comes",31,72.5134937204301,273.218492601182,30.0104018089628,1,-6.6878477721951,0.01,99
"Erythroneura_elegantula",79,75.4193038954885,271.470500808302,16.9984814331329,1,-11.5334536019598,0.01,99
"Erythroneura_variabilis",1,NA,NA,NA,NA,NA,NA,99
"Erythroneura_ziczac",1,NA,NA,NA,NA,NA,NA,99
"Eudocima_fullonia",101,214.029299042141,269.855082526157,16.0339723922505,1,-3.4817188229037,0.01,99
"Eulecanium_tiliae",676,202.553834137233,273.503760159509,5.36685539307604,1,-13.220018209138,0.01,99
"Euphorbia_helioscopia",65,159.571679085577,273.864288181166,21.5146113402561,1,-5.31232506541892,0.01,99
"Euphorbia_hirta",115,215.784430868043,273.2028557549,14.731440348858,1,-3.89767894565097,0.01,99
"Eupoecilia_ambiguella",4,206.217270334333,272.595931378791,69.1408438343956,3,-0.960049912081585,0.03,99
"Euproctis_chrysorrhoea",406,182.043587273004,273.105430629708,7.23929626690301,1,-12.5788253442569,0.01,99
"Eurhizococcus_brasiliensis",197,220.316886600804,272.628024738086,11.005932669507,1,-4.75299456285202,0.01,99
"Euseius_scutalis",1,NA,NA,NA,NA,NA,NA,99
"Eutypa_lata",287,216.837422108808,273.404270370305,8.34960103552023,1,-6.77479654666799,0.01,99
"Ferrisia_cristinae",21,226.551110519562,274.922476377325,31.2890403993677,1,-1.54595236032681,0.01,99
"Ferrisia_gilli",190,208.769781084263,273.440964315929,12.5648610953667,1,-5.14698751866927,0.01,99
"Ferrisia_virgata",954,234.632210143624,273.688260944598,4.50060395453901,1,-8.67795771311643,0.01,99
"Fidia_viticida",1,NA,NA,NA,NA,NA,NA,99
"Fomitiporia_mediterranea",92,104.64854969828,274.742698705418,15.8949506960078,1,-10.7011435430158,0.01,99
"Forficula_auricularia",61,202.954767180347,275.317748316213,22.8629854374375,1,-3.16507139165532,0.01,99
"Formicococcus_robustus",166,176.361679720628,271.118226333374,12.1323659185783,1,-7.81022821506271,0.01,99
"Frankliniella_cestrum",22,96.9815208225108,273.443206797923,29.6564236710504,1,-5.95020114133548,0.01,99
"Frankliniella_occidentalis",346,225.275318309856,274.717743722287,9.09082554891774,1,-5.43871677510274,0.01,99
"Fumaria_officinalis",102,167.021753445562,273.030192486698,15.5313093093342,1,-6.82546699249793,0.01,99
"Fusarium_oxysporum",833,314.382031014318,272.530381248364,5.22015652103332,100,8.01731702820082,1,99
"Fusarium_proliferatum",168,397.625584441668,274.062460819509,11.1871732420385,100,11.0450710781738,1,99
"Galium_aparine",36,187.696041595255,278.996225066837,27.2795772771645,1,-3.34683278058012,0.01,99
"Geococcus_coffeae",324,214.81598121637,271.673667535292,8.24021833141237,1,-6.90002182371512,0.01,99
"Gibberella_intricans",313,348.703393751759,274.258778175331,7.75086184518515,100,9.6046887511835,1,99
"Gibberella_sacchari",92,361.978396612473,272.681361172376,14.7099454980933,100,6.0705211621397,1,99
"Gibberella_zeae",385,214.546786993516,273.252430490076,7.62471823701439,1,-7.69938529814411,0.01,99
"Globisporangium_irregulare",309,367.720715109667,274.634709797979,8.51225241236284,100,10.9355316081198,1,99
"Glyptoscelis_squamulata",1,NA,NA,NA,NA,NA,NA,99
"Gonocephalum_simplex",10,138.952605222222,276.912818957174,47.7570325323785,1,-2.88879367957832,0.01,99
"Gracilacus_mira",4,445.434398666667,268.014067907393,70.4842894609759,92,2.51716137193245,0.92,99
"Grapevine_asteroid_mosaic-associated_virus",1,NA,NA,NA,NA,NA,NA,99
"Grapevine_Bulgarian_latent_virus",1,NA,NA,NA,NA,NA,NA,99
"Grapevine_chrome_mosaic_virus",2,247.468474,255.374954545449,89.5282987499472,69.5,-0.0883126414312001,0.695,99
"Grapevine_deformation_virus",1,NA,NA,NA,NA,NA,NA,99
"Grapevine_fanleaf_virus",33,94.8649189772728,273.159262142727,28.1371128836834,1,-6.33662536389247,0.01,99
"Grapevine_flavescence_doree_phytoplasma",31,72.5134937204301,273.218492601182,30.0104018089628,1,-6.6878477721951,0.01,99
"Grapevine_fleck_virus",1,NA,NA,NA,NA,NA,NA,99
"Grapevine_leafroll-associated_viruses",31,72.5134937204301,273.218492601182,30.0104018089628,1,-6.6878477721951,0.01,99
"Grapevine_Pinot_gris_virus",2,247.468474,261.104110212124,74.5125781974606,58,-0.182997777583127,0.58,99
"Grapevine_red_blotch-associated_virus",1,NA,NA,NA,NA,NA,NA,99
"Grapevine_Roditis_leaf_discoloration-associated_virus",1,NA,NA,NA,NA,NA,NA,99
"Grapevine_rupestris_stem_pitting-associated_virus",1,NA,NA,NA,NA,NA,NA,99
"Grapevine_rupestris_vein_feathering_virus",1,NA,NA,NA,NA,NA,NA,99
"Grapevine_Syrah_virus-1",1,NA,NA,NA,NA,NA,NA,99
"Grapevine_vein_necrosis_virus",1,NA,NA,NA,NA,NA,NA,99
"Grapevine_virus_A",2,69.871644,257.057151626231,79.2215822023375,2,-2.36280950749186,0.02,99
"Grapevine_virus_D",1,NA,NA,NA,NA,NA,NA,99
"Grapevine_yellow_speckle_viroid 1",1,NA,NA,NA,NA,NA,NA,99
"Grapevine_yellow_speckle_viroid 2",1,NA,NA,NA,NA,NA,NA,99
"Grapevine_yellows_phytoplasmas",66,189.839216340326,273.521934482178,20.4196919397235,1,-4.09813813004002,0.01,99
"Graphocephala_atropunctata",1,NA,NA,NA,NA,NA,NA,99
"Greeneria_uvicola",5,136.2394336,258.323178708288,48.1102936161143,1,-2.53758054528681,0.01,99
"Grovesinia_pyramidalis",98,241.862439328845,272.194372613946,14.1696070831999,2,-2.14063333633745,0.02,99
"Gryllotalpa_gryllotalpa",240,219.193284747911,274.277261201864,8.96064332049535,1,-6.14732385653177,0.01,99
"Gueriniella_serratulae",241,347.770849035892,272.869699524133,9.15694552961968,100,8.179708972766,1,99
"Guignardia_bidwellii",59,128.414890887211,275.431382247624,22.1401465115217,1,-6.64026732090078,0.01,99
"Haematonectria_haematococca",504,251.571386262895,273.245023243134,6.77272706271201,1,-3.20013441846277,0.01,99
"Halyomorpha_halys",477,226.008753377629,272.995500473828,7.41490430764837,1,-6.33679750225951,0.01,99
"Harmonia_axyridis",75,136.477933653333,273.716927193739,19.4580197925942,1,-7.05308119753481,0.01,99
"Harrisina_americana",1,NA,NA,NA,NA,NA,NA,99
"Harrisina_metallica",1,NA,NA,NA,NA,NA,NA,99
"Helianthus_ciliaris",6,245.2714352,275.644955055227,63.599734097691,35,-0.477573063569301,0.35,99
"Helicotylenchus_abunaamai",7,240.243305714286,278.374758881198,55.0216281171824,17,-0.693026623743341,0.17,99
"Helicotylenchus_anhelicus",176,156.442309134351,274.528225402413,11.9922118542813,1,-9.84688376947789,0.01,99
"Helicotylenchus_conicephalus",2,242.574507,258.896224444449,98.4250657674412,36,-0.16582887008695,0.36,99
"Helicotylenchus_digonicus",676,325.185647679336,272.119393539901,6.3525519561123,100,8.35353327387985,1,99
"Helicotylenchus_dihystera",1554,296.805865014432,272.974749870389,3.59328407283006,100,6.63212667326727,1,99
"Helicotylenchus_erythrinae",624,267.50181113662,273.882087619512,5.80225307081161,15,-1.09962051034771,0.15,99
"Helicotylenchus_multicinctus",158,399.543488353251,271.113626998277,13.7095157220626,100,9.36793567027996,1,99
"Helicotylenchus_pseudorobustus",545,306.667949402736,273.08246247097,6.7996422964997,100,4.93930202020409,1,99
"Helicotylenchus_sp.",700,252.511922797848,273.123942383749,5.69252977853694,1,-3.62088919826403,0.01,99
"Heliococcus_bohemicus",317,321.564951696682,272.951826343382,7.73652244715264,100,6.28358874227674,1,99
"Heliothis_virescens",143,178.2419894575,273.436768542594,14.2218120648441,1,-6.69357594173335,0.01,99
"Heliotropium_europaeum",47,208.368646617959,276.808293759482,23.4772708471552,1,-2.91514493260684,0.01,99
"Helopeltis_antonii",10,243.933594622222,267.827445753006,43.2158907839107,40,-0.55289502767069,0.4,99
"Hemiberlesia_lataniae",1788,259.058121524532,273.41585901379,3.73404370314476,1,-3.8450909069882,0.01,99
"Hemiberlesia_rapax",1158,231.700334700659,272.964676831296,4.25079344348195,1,-9.70744466398639,0.01,99
"Hemicriconemoides_californianus",210,198.267217704981,274.476095281558,9.46519096646814,1,-8.05148864365847,0.01,99
"Hemicriconemoides_chitwoodi",121,156.43413122011,272.653376593468,14.8941673790723,1,-7.80300384811419,0.01,99
"Hemicriconemoides_mangiferae",190,217.315284818433,273.092551771556,10.5981804171615,1,-5.26290974088378,0.01,99
"Hemicriconemoides_ortonwilliamsi",1,NA,NA,NA,NA,NA,NA,99
"Hemicriconemoides_sinensis",1,NA,NA,NA,NA,NA,NA,99
"Hemicriconemoides_sp.",339,216.057353189206,273.550630081048,8.98982989991928,1,-6.39536871463583,0.01,99
"Hemicriconemoides_wessoni",22,124.762612246753,276.583294427414,35.5868630976965,1,-4.26620019201659,0.01,99
"Hemicycliophora_arenaria",8,241.433398857143,277.37760353896,61.0725860192158,30,-0.588548922269445,0.3,99
"Hemicycliophora_onubensis",12,198.545062515152,268.464569552544,37.6504364365169,1,-1.85707029333605,0.01,99
"Hemicycliophora_similis",217,180.515503243242,272.893140087259,10.4716131228066,1,-8.82171980196851,0.01,99
"Hemicycliophora_sp.",465,326.541870846039,272.722075643743,6.45170618647144,100,8.34194764094355,1,99
"Hemicycliophora_thornei",1,NA,NA,NA,NA,NA,NA,99
"Heterodera_sp.",870,298.363976609945,273.288644928768,5.07153593931332,100,4.94432692210642,1,99
"Heterodera_zeae",51,64.3646925207843,273.087954499029,23.1575460753968,1,-9.01318565009777,0.01,99
"Heteronychus_arator",87,99.4776352991178,272.585736832274,14.9890182656841,1,-11.5489953020786,0.01,99
"Hibiscus_trionum",35,193.244323230269,277.180163691831,27.1639448432426,1,-3.08997242285454,0.01,99
"Hippotion_celerio",245,198.479425671663,274.697891060928,10.1601778667651,1,-7.50168613076975,0.01,99
"Holocacista_capensis",2,104.249314,257.522066999974,84.6590900248844,2,-1.81047012145915,0.02,99
"Holocacista_rivillei",1,NA,NA,NA,NA,NA,NA,99
