"","ntaxa","mntd.obs","mntd.rand.mean","mntd.rand.sd","mntd.obs.rank","mntd.obs.z","mntd.obs.p","runs"
"Botryotinia_fuckeliana",879,42.4117466121661,46.5228663340208,1.60088255913921,6,-2.56803330037227,0.006,999
"Botryotinia_pseudofuckeliana",6,162.012895666767,227.783053764599,46.5631296634675,60,-1.41249436137953,0.06,999
"Botrytis_prunorum",4,173.2440135,235.990847032028,52.618183626797,104,-1.1924933398893,0.104,999
"Botrytis_pseudocinerea",7,141.338244571514,220.659148493431,41.8561070280312,23,-1.89508555749811,0.023,999
"Brevipalpus_californicus",22,165.277571818182,173.178764864765,23.7431589207462,405,-0.332777667578163,0.405,999
"Brevipalpus_chilensis",14,149.507727928572,192.985167891817,30.9353684906491,66,-1.40542822292184,0.066,999
"Brevipalpus_lewisi",8,145.888991625,215.033286343039,40.4419078327212,32,-1.70971891346073,0.032,999
"Broad_bean_wilt_virus",29,49.6342765172517,160.233647601019,20.1288744878772,1,-5.49456310388231,0.001,999
"Cactodera_milleri",3,83.933782,247.092279397672,59.8487206863746,4,-2.72618187200143,0.004,999
"Cadra_figulilella",2,271.51613,267.662147137142,107.983850416698,839,0.0356903634014375,0.839,999
"Calepitrimerus_vitis",1,NA,NA,NA,NA,NA,NA,999
"Campylocarpon_fasciculare",1,NA,NA,NA,NA,NA,NA,999
"Candidatus_Phytoplasma_asteris",221,67.4430361493356,78.9844090241245,4.5618913862793,6,-2.52995345516153,0.006,999
"Candidatus_Phytoplasma_australiense",30,92.6564024999933,158.023475685094,19.761657416933,1,-3.30777281510256,0.001,999
"Candidatus_Phytoplasma_solani",115,59.3987590139122,100.790181972059,7.78010830825395,1,-5.32016024947042,0.001,999
"Carnation_ringspot_virus",12,79.1563384166667,198.817570535173,32.8345188658234,1,-3.64437294200946,0.001,999
"Ceratitis_capitata",174,55.2468359678109,86.1093075736997,5.77036184412878,1,-5.34844649946705,0.001,999
"Ceratitis_rosa",98,62.6675740102041,106.692699765761,8.81019453736222,1,-4.99706624738591,0.001,999
"Ceresa_alta",13,29.0018006923077,196.9070380293,31.8356828315139,1,-5.27412081046316,0.001,999
"Ceroplastes_actiniformis",20,115.95139103062,176.674572389356,25.6124100506685,4,-2.37084996057025,0.004,999
"Ceroplastes_cirripediformis",145,81.4287041450138,92.1099861065764,6.45546995942016,49,-1.65460950615623,0.049,999
"Ceroplastes_rusci",126,65.9039490020023,97.4203023494743,6.92770467151249,1,-4.54932114486214,0.001,999
"Ceroplastes_sinensis",7,138.704456285714,220.208144403275,42.1803739125618,21,-1.93226566190509,0.021,999
"Cerosterna_scabrator",4,154.462821,240.474560729402,52.0499248120623,47,-1.65248537898886,0.047,999
"Chaetocnema_confinis",41,56.9569693902439,144.280136775204,16.4310591821283,1,-5.31451846268924,0.001,999
"Cherry_leaf_roll_virus",32,113.17134484375,155.577240184286,19.2664233845714,10,-2.20102582062504,0.01,999
"Chinavia_hilaris",55,103.587479400005,130.302191196512,13.4791089440127,23,-1.98193455572392,0.023,999
"Chlidaspis_asiatica",18,31.3323281111112,182.780173714923,27.6964005233169,1,-5.46814180695832,0.001,999
"Chorizococcus_viticola",1,NA,NA,NA,NA,NA,NA,999
"Chrysomphalus_aonidum",226,61.5789194081216,78.1783165726938,4.68848988547372,1,-3.5404570704102,0.001,999
"Chrysomphalus_dictyospermi",290,54.7441686161638,70.7577353215786,3.67651891946618,1,-4.35563288431002,0.001,999
"Chrysomphalus_pinnulifer",67,98.2238073969672,122.627764304498,11.1404470541108,10,-2.19057249578919,0.01,999
"Citrus_exocortis_viroid",21,74.0173790000143,175.264146887379,24.6455901818968,1,-4.10810888033571,0.001,999
"clover_phyllody_phytoplasma",13,137.578751076908,195.685161997754,33.4508480788678,29,-1.73706839311957,0.029,999
"Cnephasia_longana",3,194.195219,247.630311599246,58.1877013992755,83,-0.918322795268752,0.083,999
"Coccus_hesperidum_hesperidum",481,56.3662093149839,58.3777749732098,2.44931942757937,217,-0.821275345132853,0.217,999
"Coccus_longulus",187,66.9961900840535,83.8033086754433,5.36307186209449,2,-3.13386041126549,0.002,999
"Coccus_microogenes",1,NA,NA,NA,NA,NA,NA,999
"Colaspis_caligula",1,NA,NA,NA,NA,NA,NA,999
"Colletotrichum_acutatum",138,68.0626203985044,93.9470455172711,6.76738933290535,1,-3.82487601133096,0.001,999
"Colletotrichum_capsici",229,49.9009065111673,77.658976727577,4.4931118023419,1,-6.17791665053641,0.001,999
"Colletotrichum_nymphaeae",35,98.98407142848,151.29255831627,18.5066456985734,4,-2.82647043336557,0.004,999
"Colomerus_vitis",4,73.043641,240.089724914708,53.1121195444281,1,-3.14515943531447,0.001,999
"Comstockaspis_perniciosa",158,56.3124795260114,89.5841016627761,6.25104302014954,1,-5.32257129402521,0.001,999
"Coniella_diplodiella",6,149.5322375,226.39162270952,45.3387360341719,30,-1.69522558263625,0.03,999
"Coniella_petrakii",5,134.756649,230.646578523084,49.1706635547101,12,-1.95014511887543,0.012,999
"Conogethes_punctiferalis",29,145.234810757959,158.772092825054,21.1475736686562,260,-0.640134054109463,0.26,999
"Conotrachelus_nenuphar",21,40.0185425238095,173.670454861022,24.9549013301231,1,-5.35573795981636,0.001,999
"Cornu_aspersum",52,103.88807919234,133.108918143365,13.3101133784986,13,-2.19538617892083,0.013,999
"Costelytra_zealandica",10,159.54686360003,205.54337103875,35.6304446155599,86,-1.29093273842091,0.086,999
"Cotinis_nitida",4,98.468804,241.134455380828,54.3681211799238,4,-2.62406808042337,0.004,999
"Crenulaspidiotus_lahillei",5,239.354959,231.395708007959,50.5198455484972,662,0.157547017526025,0.662,999
"Criconema_mutabile",56,109.916362678571,130.399992138623,13.1605657252255,60,-1.55643988926627,0.06,999
"Criconema_permistum",1,NA,NA,NA,NA,NA,NA,999
"Criconemella",36,134.019082055558,149.405265036008,17.0581819080445,183,-0.901982583102456,0.183,999
"Criconemella_xenoplax",3,229.055513333333,248.027340598602,56.7465076894946,230,-0.334325900178363,0.23,999
"Criconemoides_sp.",126,86.6588914018259,97.4574521325238,7.35547399506554,72,-1.46809855326009,0.072,999
"Crocidosema_plebejana",23,95.9043646086957,170.540624009233,22.6566869410397,1,-3.2942265387153,0.001,999
"Crypticerya_palmeri",3,231.126430666667,249.638455272531,61.2874106465393,258,-0.302052646874382,0.258,999
"Cryptinglisia_lounsburyi",5,134.662498,231.996743467876,48.7577074039337,21,-1.99628429330177,0.021,999
"Ctenopseustis_obliquana",9,133.130033111111,210.004056771829,39.8757214061806,20,-1.92784032363119,0.02,999
"Cucumber_mosaic_virus",140,71.9592234929364,93.7947871636461,6.87002779815058,1,-3.17838068669647,0.001,999
"Cylindrocarpon_liriodendri",11,199.305877090909,201.685249324802,32.6350373138929,490,-0.0729085188721243,0.49,999
"Cylindrocarpon_olidum",9,287.486806222222,211.303106228938,38.7927490740894,973,1.96386442857614,0.973,999
"Cylindrocarpon_olidum_var. crassum",1,NA,NA,NA,NA,NA,NA,999
"Cylindrocladiella_lageniformis",1,NA,NA,NA,NA,NA,NA,999
"Cylindrocladiella_parva",27,142.249142088889,163.965708496455,21.7570344187132,162,-0.998140003349342,0.162,999
"Cylindrocladium_peruvianum",19,178.282786315779,178.744688237109,26.6740803988099,520,-0.0173165078017397,0.52,999
"Dactylonectria_pauciseptata",11,92.26225,202.263073100113,34.8343331980748,1,-3.15782772343099,0.001,999
"Deilephila_elpenor",22,95.9760385,172.23904827162,24.1769065296826,1,-3.15437418256921,0.001,999
"Diabrotica_speciosa",27,69.3825958148148,163.211265687756,21.7302291998162,1,-4.31788680230462,0.001,999
"Diaporthe_ambigua",18,86.6312041111111,181.028161916261,27.000142785802,1,-3.49616513342249,0.001,999
"Diaporthe_eres",223,46.9666650663803,78.3150342661889,4.68322609031467,1,-6.69375524377092,0.001,999
"Diaporthe_gulyae",4,215.017466,236.374338481921,49.9469349091672,239,-0.427591253012022,0.239,999
"Diaporthe_helianthi",6,132.546749666667,224.894692169463,47.0383144680789,17,-1.96324939673307,0.017,999
"Diaporthe_medusaea",54,100.633155277778,131.07763483173,13.163382251717,7,-2.31281588362146,0.007,999
"Diaspidiotus_osborni",34,75.9693812058824,152.497599235218,19.3704418877109,1,-3.95077295979949,0.001,999
"Diaspidiotus_uvae",28,108.277536928571,161.058850065639,21.8229972331021,6,-2.41860971585547,0.006,999
"Diaspidiotus_viticola",1,NA,NA,NA,NA,NA,NA,999
"Dikrella_cockerellii",1,NA,NA,NA,NA,NA,NA,999
"Dimargarodes_meridionalis",1,NA,NA,NA,NA,NA,NA,999
"Diplodia_africana",10,162.8640395,205.844071133059,35.9852646599209,106,-1.19437864468254,0.106,999
"Diplodia_corticola",19,49.1062317894737,179.407432107179,26.6524340202448,1,-4.88890433867056,0.001,999
"Diplodia_olivarum",7,196.833095714286,217.241764014264,40.939297396534,301,-0.498510467883764,0.301,999
"Ditylenchus_dipsaci",388,33.8019692139436,63.4104397105535,2.97856663994042,1,-9.94050967320383,0.001,999
"Ditylenchus_sp.",57,113.122359368421,129.350763232966,12.7354457849302,108,-1.27427057824295,0.108,999
"Dociostaurus_maroccanus",39,66.4070605384616,146.864590309248,17.0401639594259,1,-4.72164058763537,0.001,999
"Drepanothrips_reuteri",1,NA,NA,NA,NA,NA,NA,999
"Drosophila_melanogaster",12,104.8322475,198.93579355365,34.0412562580221,5,-2.7643969817205,0.005,999
"Drosophila_simulans",7,82.933147,220.532324098377,44.1978626424723,1,-3.11325410034987,0.001,999
"Drosophila_suzukii",61,96.1649792459017,126.008345601039,13.3472160716307,15,-2.23592442011704,0.015,999
"Duplaspidiotus_fossor",3,121.588766666667,241.751004673002,55.9670940462588,27,-2.14701585018899,0.027,999
"Duplaspidiotus_tesseratus",23,107.926223758122,171.991506379457,23.8460575849963,5,-2.68661947128922,0.005,999
"Dysmicoccus_brevipes",177,63.4441166448201,85.68380884047,5.52693461658452,1,-4.02387466805123,0.001,999
"Dysmicoccus_umbambae",5,213.0774668,229.058040514325,49.2160442759313,331,-0.324702522306133,0.331,999
"Edwardsiana_rosae",5,157.1037458,229.994231416624,47.8679047045861,63,-1.52274234826995,0.063,999
"Elsinoë ampelina",4,103.522417,237.977309028788,52.1523280412258,5,-2.57811869726128,0.005,999
"Empoasca_decipiens",25,73.14739748,167.038643373705,22.8737249285462,1,-4.10476414256995,0.001,999
"Empoasca_solani",3,99.1750063333333,243.838083749752,57.9172567656749,10,-2.49775430493376,0.01,999
"Empoasca_vitis",3,232.277129,247.967930161345,58.3947754633884,257,-0.26870214050541,0.257,999
"Endoclita_signifer",15,112.563227133333,190.597393189216,29.6900651043513,4,-2.62829218398873,0.004,999
"Eotetranychus_carpini",4,214.097194,242.195202683931,54.4816880607912,227,-0.515733078104691,0.227,999
"Eotetranychus_carpini_vitis",1,NA,NA,NA,NA,NA,NA,999
"Eotetranychus_pruni",4,94.872288,234.778273405403,51.741855744463,3,-2.70392283756415,0.003,999
"Eotetranychus_willamettei",1,NA,NA,NA,NA,NA,NA,999
"Epicoccum_nigrum",261,52.7420365426314,73.7297407675689,4.0889884402159,1,-5.13273748062473,0.001,999
"Epiphyas_postvittana",99,58.5705253333334,106.37080802196,8.37190407327312,1,-5.70960707029919,0.001,999
"Erysiphe_necator",30,73.9606724,158.705923230065,20.0973810401363,1,-4.21673105867977,0.001,999
"Erythroneura_comes",2,61.095896,272.944899724714,104.154432501959,4,-2.03398932369709,0.004,999
"Erythroneura_elegantula",3,206.939741,247.379480741097,56.9075387765993,127,-0.710621836938865,0.127,999
"Erythroneura_variabilis",1,NA,NA,NA,NA,NA,NA,999
"Erythroneura_ziczac",1,NA,NA,NA,NA,NA,NA,999
"Eudocima_fullonia",51,82.0317336862745,134.584634695403,14.2002811729476,1,-3.70083524185741,0.001,999
"Eulecanium_tiliae",84,43.5830460595238,113.365909166712,10.0413091149478,1,-6.94957821817347,0.001,999
"Eupoecilia_ambiguella",4,130.7082000005,241.083360181328,53.513097066725,16,-2.06258217578403,0.016,999
"Euproctis_chrysorrhoea",44,60.4582198181819,141.049422178084,15.4749205602785,1,-5.20785887371634,0.001,999
"Eurhizococcus_brasiliensis",52,76.9563052311327,133.223105862735,14.0834254774538,1,-3.99524964446184,0.001,999
"Euseius_scutalis",1,NA,NA,NA,NA,NA,NA,999
"Eutypa_lata",132,49.0321263930758,95.668171387518,7.29909642468343,1,-6.3892901642911,0.001,999
"Ferrisia_cristinae",9,231.578218666556,210.28474909329,36.6360782170829,761,0.581215856323212,0.761,999
"Ferrisia_gilli",20,126.607195924,177.569548096374,25.3458607485023,11,-2.01067750975414,0.011,999
"Ferrisia_virgata",258,63.2165026745813,74.0817503837529,4.20421341840418,7,-2.58437111246741,0.007,999
"Fidia_viticida",1,NA,NA,NA,NA,NA,NA,999
"Fomitiporia_mediterranea",15,101.578671533333,188.686118988257,28.0936348478061,1,-3.10061150601613,0.001,999
"Forficula_auricularia",25,91.3284252,166.90012915836,21.9096689957861,1,-3.44923987545841,0.001,999
"Formicococcus_robustus",25,126.31708264,166.522214337058,22.5377889152452,29,-1.78389867117188,0.029,999
"Frankliniella_cestrum",5,128.268738,229.931380084707,48.0222873000102,12,-2.11698875252627,0.012,999
"Frankliniella_occidentalis",73,80.483721493148,118.824143049697,10.7749652203314,1,-3.55828726799076,0.001,999
"Fusarium_oxysporum",564,43.6276119965834,54.8813996435499,2.20811823307938,1,-5.09655120743797,0.001,999
"Fusarium_proliferatum",80,83.7976934669057,114.936059691856,9.9318525116009,1,-3.13520223831146,0.001,999
"Geococcus_coffeae",61,97.1451650624984,125.909679208938,12.5645301860871,14,-2.28934259541918,0.014,999
"Gibberella_intricans",202,49.8863426535857,81.3871809186609,5.10146183350228,1,-6.17486502755018,0.001,999
"Gibberella_sacchari",25,88.6102550131384,168.039738105738,22.4682011257476,1,-3.53519548129632,0.001,999
"Gibberella_zeae",134,51.8110191343276,95.287306982473,6.90697631645753,1,-6.29454711529163,0.001,999
"Globisporangium_irregulare",48,89.8109547916792,136.990261731254,14.8403433453725,1,-3.17912502706928,0.001,999
"Glyptoscelis_squamulata",1,NA,NA,NA,NA,NA,NA,999
"Gonocephalum_simplex",4,163.485315,241.381901633881,54.2904742343006,67,-1.43481131326472,0.067,999
"Gracilacus_mira",4,341.747245,237.466412671919,52.4334361098832,919,1.98882316446976,0.919,999
"Grapevine_asteroid_mosaic-associated_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_Bulgarian_latent_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_chrome_mosaic_virus",2,247.468474,269.526653342335,113.26957603899,602,-0.194740548289347,0.602,999
"Grapevine_deformation_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_fanleaf_virus",4,160.37116,236.633848041045,51.0656792366605,68,-1.49342355141524,0.068,999
"Grapevine_flavescence_doree_phytoplasma",2,61.095896,272.477966834824,118.289363736667,12,-1.78699135879536,0.012,999
"Grapevine_fleck_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_leafroll-associated_viruses",5,55.069828,231.882749053846,46.9549354918884,1,-3.76558756181001,0.001,999
"Grapevine_Pinot_gris_virus",2,247.468474,275.491722146331,124.803968425715,601.5,-0.224538117656176,0.6015,999
"Grapevine_red_blotch-associated_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_Roditis_leaf_discoloration-associated_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_rupestris_stem_pitting-associated_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_rupestris_vein_feathering_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_Syrah_virus-1",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_vein_necrosis_virus",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_virus_A",2,69.871644,278.446064900703,122.779074563827,10,-1.69877824573662,0.01,999
"Grapevine_virus_D",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_yellow_speckle_viroid 1",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_yellow_speckle_viroid 2",1,NA,NA,NA,NA,NA,NA,999
"Grapevine_yellows_phytoplasmas",14,126.278497571429,193.122035225843,31.2070473401011,11,-2.14193726583419,0.011,999
"Graphocephala_atropunctata",1,NA,NA,NA,NA,NA,NA,999
"Greeneria_uvicola",5,93.5587928,230.578012234703,47.9333115252853,2,-2.85853856273678,0.002,999
"Grovesinia_pyramidalis",98,76.4459385204082,106.743456515455,8.59464628097444,1,-3.52516171167103,0.001,999
"Gryllotalpa_gryllotalpa",46,80.2891166739087,139.179242999446,14.9819598836034,1,-3.93073581714685,0.001,999
"Gueriniella_serratulae",37,66.0992015675676,148.412557714767,17.331367089797,1,-4.74938622675977,0.001,999
"Guignardia_bidwellii",27,102.742685814826,163.619028347966,21.515365065617,2,-2.82943572407353,0.002,999
"Haematonectria_haematococca",192,79.1196231346599,83.0903165665864,5.37832238600492,241,-0.738277319012842,0.241,999
"Halyomorpha_halys",137,73.5071389795621,94.2274080077394,6.9780599498789,4,-2.96934523019352,0.004,999
"Harmonia_axyridis",6,26.5378633333334,223.2058006262,44.8736216358926,1,-4.3827070364109,0.001,999
"Harrisina_americana",1,NA,NA,NA,NA,NA,NA,999
"Harrisina_metallica",1,NA,NA,NA,NA,NA,NA,999
"Helicotylenchus_abunaamai",7,164.362899571429,219.196602138405,43.2961093431848,92,-1.26648106259015,0.092,999
"Helicotylenchus_anhelicus",7,186.505750857143,220.808430245792,43.2551011074945,207,-0.79303200109051,0.207,999
"Helicotylenchus_conicephalus",2,242.574507,277.301630151144,120.557790113727,292,-0.288053746824524,0.292,999
"Helicotylenchus_digonicus",74,92.6419365946014,117.843405001749,10.9486770323552,10,-2.30178206304499,0.01,999
"Helicotylenchus_dihystera",335,59.7165523391794,66.9624373227195,3.35104615627911,16,-2.16227549416559,0.016,999
"Helicotylenchus_erythrinae",79,101.817907135803,114.905928154923,10.2238901235587,98,-1.28014100904325,0.098,999
"Helicotylenchus_multicinctus",38,112.721392587757,148.297230727577,16.8673600903716,21,-2.10915270375523,0.021,999
"Helicotylenchus_pseudorobustus",129,84.8839839388883,96.458471531209,7.22027569026435,56,-1.60305341358744,0.056,999
"Helicotylenchus_sp.",145,77.3110982528084,92.3179548961859,6.61136937375348,11,-2.26985603057565,0.011,999
"Heliococcus_bohemicus",32,91.10163278125,155.444970267121,19.1968942349089,1,-3.35175766967891,0.001,999
"Heliothis_virescens",33,85.022837030303,154.172942609337,19.2015548929395,1,-3.60127635311764,0.001,999
"Helopeltis_antonii",10,195.8322582,204.824190977819,35.8462330506686,413,-0.250847355846543,0.413,999
"Hemiberlesia_lataniae",427,53.036974299253,60.882349589592,2.74629655195844,3,-2.85671089844405,0.003,999
"Hemiberlesia_rapax",244,54.3126057375947,75.5881320197952,4.29072623005673,1,-4.95849074060342,0.001,999
"Hemicriconemoides_californianus",11,196.237512636364,203.405585704345,35.9003489779901,462,-0.199665832562695,0.462,999
"Hemicriconemoides_chitwoodi",8,145.31500225,215.482593462451,40.7794430447404,42,-1.72066085197554,0.042,999
"Hemicriconemoides_mangiferae",40,104.655510743207,144.939302019399,16.8492418211351,9,-2.39083703016605,0.009,999
"Hemicriconemoides_ortonwilliamsi",1,NA,NA,NA,NA,NA,NA,999
"Hemicriconemoides_sinensis",1,NA,NA,NA,NA,NA,NA,999
"Hemicriconemoides_sp.",31,133.89235583871,157.253212912924,19.6139743201059,112,-1.19103128682432,0.112,999
"Hemicriconemoides_wessoni",6,105.161586666667,224.923141774613,43.469555181688,4,-2.75506741689404,0.004,999
"Hemicycliophora_arenaria",8,180.73899325,213.435029762071,40.2171341410284,207,-0.812987728002113,0.207,999
"Hemicycliophora_onubensis",4,345.6793865,243.072510614866,57.4330448597605,924,1.78654772937215,0.924,999
"Hemicycliophora_similis",23,165.060512217417,169.771344040995,24.1767770255569,441,-0.194849454854861,0.441,999
"Hemicycliophora_sp.",57,120.871059421049,129.086156044991,13.0500243085874,274,-0.629508147240441,0.274,999
"Hemicycliophora_thornei",1,NA,NA,NA,NA,NA,NA,999
"Heterodera_sp.",100,82.6610388832906,106.302323227351,8.881088678615,2,-2.66198043951382,0.002,999
"Heterodera_zeae",38,23.639562631579,147.348250847574,17.1230433919171,1,-7.2246904586127,0.001,999
"Heteronychus_arator",9,123.758401888889,209.228221374999,36.7081194131687,8,-2.32836279418466,0.008,999
"Hippotion_celerio",21,141.686981333333,175.830976551165,25.4053769709495,78,-1.34396727341909,0.078,999
"Holocacista_capensis",2,104.249314,270.678932099098,112.844997356729,21,-1.47485153970075,0.021,999
"Holocacista_rivillei",1,NA,NA,NA,NA,NA,NA,999
"Homalodisca_vitripennis",13,99.9144565384616,197.194183645297,32.1811023455065,3,-3.02288361854139,0.003,999
"Hoplolaimus_pararobustus",22,137.673563454545,174.134010297288,23.470157516017,52,-1.5534811310005,0.052,999
"Hoplolaimus_seinhorsti",28,113.739492821439,162.225829281283,21.5090108388391,15,-2.25423367086186,0.015,999
"Hop_stunt_viroid",27,74.0211392222222,163.01963484199,22.1961872908255,1,-4.00962987262923,0.001,999
"Hyalesthes_obsoletus",9,124.815902222289,211.211314466355,37.4226425190546,4,-2.3086400753254,0.004,999
"Hyles_livornica",20,146.33957515,177.612042149951,25.879550646314,103,-1.20838523927017,0.103,999
"Hyphantria_cunea",34,87.3762035294118,152.754228868247,18.2983476992893,1,-3.57289228586328,0.001,999
"Hypothenemus_eruditus",7,142.247265428571,221.115007409939,42.8752798745085,23,-1.83946885506533,0.023,999
"Hypurus_bertrandi",4,173.2440135,240.423644315396,55.5287106232927,97,-1.20981794933334,0.097,999
"Icerya_aegyptiaca",140,82.6963396242547,93.2953189573736,6.85484472821401,64,-1.54620268632698,0.064,999
"Icerya_purchasi",227,61.6314055201176,77.8428049410129,4.39006616017613,1,-3.69274603830683,0.001,999
"Icerya_schrottkyi",2,242.5745079998,270.78348142662,113.955381676034,301.5,-0.247544021282087,0.3015,999
"Icerya_seychellarum",179,71.5096103732294,85.4557861354065,5.55793355425058,6,-2.50923758372594,0.006,999
"Jacobiasca_lybica",6,131.995623833333,226.772820315479,45.4061113922538,10,-2.08732246774856,0.01,999
"Kalotermes_flavicollis",5,106.710499,234.954773997864,50.1899342375588,4,-2.55517917977057,0.004,999
"Kerria_lacca_lacca",61,66.8870231476394,126.188419861086,12.2717765681391,1,-4.83233999447227,0.001,999
"Lasiodiplodia_crassispora",12,124.029265333333,198.58697804431,34.8104531681524,13,-2.14181965258609,0.013,999
